calBP,PrDens,lo,hi,logFit2,PhaseID,CompID,BRMspd,MeanFCRArea
8294,0.020133801966746,0.012476707496674,0.035432046595176,0.022991017528811,Expansion,Component II,0.00379366659948,0.56
8293,0.020166797123776,0.012489223421238,0.035449010506932,0.022992956379985,Expansion,Component II,0.00373747848835,0.56
8292,0.020192719351137,0.012501747698196,0.035467744357769,0.022994898657018,Expansion,Component II,0.003681286525156,0.56
8291,0.020211909338671,0.012514043443452,0.035487241091164,0.022996844365828,Expansion,Component II,0.003625090785874,0.56
8290,0.020224891463619,0.012525800222083,0.035507046110822,0.022998793512343,Expansion,Component II,0.003568891346076,0.56
8289,0.020235830424752,0.012536679062143,0.035525889326537,0.023000746102501,Expansion,Component II,0.003512585510018,0.56
8288,0.020244749099264,0.012546687990263,0.035543689176905,0.023002702142248,Expansion,Component II,0.003456173607699,0.56
8287,0.020251679703892,0.012555832723995,0.035560356057726,0.023004661637542,Expansion,Component II,0.003399655985412,0.56
8286,0.020256663592408,0.012564090588153,0.035588780681834,0.023006624594349,Expansion,Component II,0.003343033006009,0.56
8285,0.020259850139801,0.012546723736927,0.035635948948002,0.023008591018646,Expansion,Component II,0.003286305049155,0.56
8284,0.02026023495784,0.012527007918623,0.035677287258344,0.02301056091642,Expansion,Component II,0.003229647034246,0.56
8283,0.020257944529041,0.012509757784455,0.03571284550783,0.023012534293666,Expansion,Component II,0.003173059132532,0.56
8282,0.020253019565358,0.012495275148777,0.035742652663035,0.02301451115639,Expansion,Component II,0.003116541510245,0.56
8281,0.020245512090119,0.012483336248777,0.03576674277401,0.02301649151061,Expansion,Component II,0.003060094328648,0.56
8280,0.020235579748137,0.012473706307271,0.035785154979297,0.023018475362349,Expansion,Component II,0.003003717744082,0.56
8279,0.020224661450426,0.012466401193321,0.035798334682941,0.023020462717645,Expansion,Component II,0.002947725573833,0.56
8278,0.020213397669494,0.012461409610666,0.035806412220811,0.023022453582543,Expansion,Component II,0.002892155152552,0.56
8277,0.02020238490002,0.012458705050589,0.035809564432329,0.023024447963098,Expansion,Component II,0.002837007507635,0.56
8276,0.020192199412362,0.012458275542861,0.035808010262031,0.023026445865376,Expansion,Component II,0.002782253102957,0.56
8275,0.020183388618009,0.012459975388091,0.035802004855652,0.023028447295453,Expansion,Component II,0.002727896332621,0.56
8274,0.020176082117411,0.012462311531295,0.035794946545282,0.023030452259413,Expansion,Component II,0.002674161445326,0.56
8273,0.020170455428563,0.012465224743854,0.035787020435259,0.023032460763353,Expansion,Component II,0.002621048952058,0.56
8272,0.020166649586618,0.012468660973224,0.035778416486241,0.023034472813378,Expansion,Component II,0.0025685587856,0.56
8271,0.020164768334068,0.012472503896032,0.035769328628886,0.023036488415602,Expansion,Component II,0.00251669088722,0.56
8270,0.020164876107629,0.012476719662601,0.035759967934411,0.023038507576152,Expansion,Component II,0.002465445753199,0.56
8269,0.020165432237331,0.012480678558534,0.035751300031933,0.023040530301164,Expansion,Component II,0.002414787507132,0.56
8268,0.020166367611892,0.012484385182275,0.035743348643614,0.023042556596782,Expansion,Component II,0.002364717818334,0.56
8267,0.020167615015112,0.012487830824515,0.035736053086756,0.023044586469162,Expansion,Component II,0.002315270689846,0.56
8266,0.020169109983775,0.01249102036951,0.035729398810342,0.02304661992447,Expansion,Component II,0.002266414621397,0.56
8265,0.020170791578215,0.012493959912546,0.035723396582346,0.023048656968882,Expansion,Component II,0.002218156329189,0.56
8264,0.020171461435022,0.012495963274218,0.035719198119696,0.023050697608584,Expansion,Component II,0.002170470282656,0.56
8263,0.020171032635409,0.012497105361945,0.035716686918455,0.023052741849772,Expansion,Component II,0.002123398573269,0.56
8262,0.020169436008646,0.012497381553789,0.035715753455323,0.023054789698652,Expansion,Component II,0.002076950714613,0.56
8261,0.020166619380628,0.012496814748953,0.035716295316702,0.02305684116144,Expansion,Component II,0.002031105892256,0.56
8260,0.020162546694757,0.012495500980917,0.035718217059729,0.023058896244363,Expansion,Component II,0.001985880645504,0.56
8259,0.020157422343868,0.012493777129563,0.035720946908853,0.023060954953657,Expansion,Component II,0.001941225482698,0.56
8258,0.020151240273118,0.012491611310647,0.035724411525703,0.023063017295571,Expansion,Component II,0.001897183813564,0.56
8257,0.020144000785325,0.0124890296494,0.035728595307627,0.02306508327636,Expansion,Component II,0.001853736152896,0.56
8256,0.020135710355644,0.012486034319751,0.035733455468604,0.023067152902292,Expansion,Component II,0.00181089937156,0.56
8255,0.020126381415471,0.012482681359145,0.035738977431123,0.023069226179644,Expansion,Component II,0.001768691579639,0.56
8254,0.020115555054331,0.012478819990092,0.03574530841372,0.023071303114706,Expansion,Component II,0.001726969041953,0.56
8253,0.020103231523398,0.012474537167205,0.035752423986606,0.023073383713774,Expansion,Component II,0.001685742634809,0.56
8252,0.020089419798778,0.012469808990294,0.035760272512514,0.023075467983157,Expansion,Component II,0.001645023250606,0.56
8251,0.020074137574187,0.012464668652872,0.03576883377016,0.023077555929175,Expansion,Component II,0.001604821742809,0.56
8250,0.020057411190746,0.012459150631924,0.035778037641761,0.023079647558155,Expansion,Component II,0.001565148871289,0.56
8249,0.02003820288054,0.012452894138524,0.035788648826204,0.023081742876438,Expansion,Component II,0.0015256229209,0.56
8248,0.020016551036302,0.012445972408824,0.035800602432505,0.023083841890373,Expansion,Component II,0.001486244927998,0.56
8247,0.019992592837168,0.012438458671891,0.035813830545822,0.02308594460632,Expansion,Component II,0.001447015941635,0.56
8246,0.019966467618705,0.012430425986083,0.035828261343136,0.02308805103065,Expansion,Component II,0.001407937023144,0.56
8245,0.019938315576831,0.01242194707245,0.035843393016395,0.023090161169745,Expansion,Component II,0.001369009245682,0.56
8244,0.019907274547171,0.012412872631647,0.035858549227593,0.023092275029994,Expansion,Component II,0.00133041740889,0.56
8243,0.019873648335773,0.012403362418492,0.035874883970102,0.0230943926178,Expansion,Component II,0.001292165257211,0.56
8242,0.019837794973765,0.012393573790894,0.035892202316734,0.023096513939575,Expansion,Component II,0.001254256447731,0.56
8241,0.019799958827611,0.012395305340958,0.035846320635764,0.023098639001742,Expansion,Component II,0.001216694543618,0.56
8240,0.019760419897071,0.012436937079698,0.035777367259406,0.023100767810733,Expansion,Component II,0.001179483007837,0.56
8239,0.019720771613988,0.012482147782869,0.035725855355213,0.023102900372993,Expansion,Component II,0.001143079302291,0.56
8238,0.019681611235415,0.01248859137043,0.035712373984436,0.023105036694975,Expansion,Component II,0.001107502248041,0.56
8237,0.019643467746296,0.012491609043625,0.035661945604754,0.023107176783145,Expansion,Component II,0.001072769721569,0.56
8236,0.019606787922844,0.012459503417996,0.035571800913614,0.023109320643977,Expansion,Component II,0.001038898484357,0.56
8235,0.019571928582106,0.012426607169107,0.035475736217037,0.023111468283956,Expansion,Component II,0.001005904023408,0.56
8234,0.019540680695628,0.012471659826926,0.03543566358273,0.02311361970958,Expansion,Component II,0.000973935012892,0.56
8233,0.019513464496567,0.012534195276391,0.035408083955671,0.023115774927355,Expansion,Component II,0.000943005531935,0.56
8232,0.019490342673548,0.01256829901082,0.035373812042609,0.023117933943798,Expansion,Component II,0.000913126920494,0.56
8231,0.019471416670646,0.012666232742907,0.035329564831025,0.023120096765438,Expansion,Component II,0.000884307664685,0.56
8230,0.019456544038534,0.012733536857564,0.035290168318918,0.023122263398812,Expansion,Component II,0.000856553317157,0.56
8229,0.019444151371212,0.012768198682504,0.035232830800323,0.023124433850471,Expansion,Component II,0.000829731142762,0.56
8228,0.019434063477277,0.012775969995235,0.035128450025235,0.023126608126975,Expansion,Component II,0.000803845078366,0.56
8227,0.019426160767498,0.012871279984824,0.03501380974545,0.023128786234893,Expansion,Component II,0.000778897075185,0.56
8226,0.019420360444412,0.012984807422568,0.034948771657848,0.023130968180807,Expansion,Component II,0.000754887058976,0.56
8225,0.019416681610657,0.013086784336016,0.034889866201151,0.023133153971309,Expansion,Component II,0.000731812908383,0.56
8224,0.019413242839284,0.013117345624332,0.034807631365096,0.023135343613003,Expansion,Component II,0.000709666335093,0.56
8223,0.019410482115521,0.013112531594891,0.034675663120258,0.0231375371125,Expansion,Component II,0.000688439250358,0.56
8222,0.019408835715486,0.013150092244127,0.034453011026855,0.023139734476426,Expansion,Component II,0.000668153624078,0.56
8221,0.01940882804881,0.01316051414258,0.03429121058109,0.023141935711415,Expansion,Component II,0.000648760187874,0.56
8220,0.019411046147244,0.013172049834901,0.034201399231565,0.023144140824113,Expansion,Component II,0.00063024634244,0.56
8219,0.019413164310994,0.013248084509444,0.034110469846939,0.023146349821176,Expansion,Component II,0.000612605872533,0.56
8218,0.019415235388093,0.013279616147859,0.034017751452986,0.023148562709272,Expansion,Component II,0.000595824249178,0.56
8217,0.019417304451545,0.013295250064296,0.033924476971958,0.023150779495079,Expansion,Component II,0.000579885197368,0.56
8216,0.019419488123335,0.013361982254664,0.033849295172405,0.023153000185285,Expansion,Component II,0.00056477082098,0.56
8215,0.019421781583392,0.013428037121447,0.033742931650544,0.023155224786591,Expansion,Component II,0.000550461734054,0.56
8214,0.019421440867578,0.013528384956451,0.033649962800904,0.023157453305707,Expansion,Component II,0.000536663307846,0.56
8213,0.019418489455867,0.013617574840233,0.033611061789835,0.023159685749355,Expansion,Component II,0.000523366794816,0.56
8212,0.019413020949442,0.013706353471709,0.033606890875171,0.023161922124267,Expansion,Component II,0.000510563107291,0.56
8211,0.019405200885206,0.013791000265042,0.033506446675934,0.023164162437186,Expansion,Component II,0.000498242842923,0.56
8210,0.019395266742526,0.013871288385807,0.033483684607469,0.023166406694867,Expansion,Component II,0.000486396310457,0.56
8209,0.019383947713569,0.013948868667262,0.033379906157647,0.023168654904074,Expansion,Component II,0.000474600541198,0.56
8208,0.019371317514748,0.014023681191666,0.033222060118966,0.023170907071585,Expansion,Component II,0.000462855408711,0.56
8207,0.019357463316096,0.014093853904676,0.033177625043735,0.023173163204186,Expansion,Component II,0.000451160786338,0.56
8206,0.019342485700379,0.014175808395531,0.033126236280589,0.023175423308675,Expansion,Component II,0.000439516547206,0.56
8205,0.019326498516716,0.014253163553023,0.032968180439165,0.023177687391861,Expansion,Component II,0.00042792256423,0.56
8204,0.019309507848761,0.014329975661105,0.032836106665539,0.023179955460564,Expansion,Component II,0.000416328581255,0.56
8203,0.01929152298476,0.014404242465749,0.032748659037786,0.023182227521617,Expansion,Component II,0.000404734598279,0.56
8202,0.019272553551636,0.014474398606592,0.032723632684116,0.02318450358186,Expansion,Component II,0.000393140615303,0.56
8201,0.019252609512739,0.01451960826663,0.032672452111592,0.023186783648147,Expansion,Component II,0.000381546632328,0.56
8200,0.019231701165384,0.014545917838373,0.032635934162591,0.023189067727343,Expansion,Component II,0.000369952649352,0.56
8199,0.019209493302124,0.014594127284361,0.032690561940209,0.023191355826322,Expansion,Component II,0.000358951755045,0.56
8198,0.019186070083019,0.014579167767718,0.032643399212224,0.023193647951973,Expansion,Component II,0.000348525303164,0.56
8197,0.01916151449652,0.014601962175384,0.032532340635648,0.023195944111191,Expansion,Component II,0.000338654396921,0.56
8196,0.019135908176261,0.014601158450211,0.03248599841001,0.023198244310886,Expansion,Component II,0.000329319958329,0.56
8195,0.019109331235886,0.01460053872064,0.032360191873882,0.023200548557978,Expansion,Component II,0.000320502795218,0.56
8194,0.01907998176372,0.014568645957377,0.032299949655536,0.023202856859399,Expansion,Component II,0.000312345401192,0.56
8193,0.019047905244238,0.014552240488375,0.032262465544385,0.02320516922209,Expansion,Component II,0.000304813626466,0.56
8192,0.01901315357073,0.014603847882364,0.032225362323391,0.023207485653005,Expansion,Component II,0.000297873553905,0.56
8191,0.018975785188332,0.01460721468817,0.032298201082229,0.023209806159109,Expansion,Component II,0.000291491666831,0.56
8190,0.018935865212981,0.014641985903172,0.032300978430798,0.023212130747378,Expansion,Component II,0.000285635002299,0.56
8189,0.018893707612577,0.0147098106524,0.032338542335324,0.0232144594248,Expansion,Component II,0.00027999792953,0.56
8188,0.018849458522835,0.014697465246586,0.032323276511666,0.023216792198371,Expansion,Component II,0.000274574335678,0.56
8187,0.018803227251476,0.014681730665458,0.03232123231181,0.023219129075104,Expansion,Component II,0.000269358177759,0.56
8186,0.018755220380008,0.014711724511736,0.032313210962578,0.023221470062018,Expansion,Component II,0.000264343486666,0.56
8185,0.018705598453607,0.014633897345447,0.0323084239231,0.023223815166146,Expansion,Component II,0.000259557431695,0.56
8184,0.018656704069061,0.014608429923388,0.032227375450462,0.023226164394533,Expansion,Component II,0.000254905921105,0.56
8183,0.018608629014675,0.014590556009859,0.032151385901497,0.023228517754232,Expansion,Component II,0.000250386091746,0.56
8182,0.018561456617587,0.014616858149524,0.03220641133483,0.02323087525231,Expansion,Component II,0.000245995109042,0.56
8181,0.018515262023835,0.014649286697594,0.032296438532547,0.023233236895846,Expansion,Component II,0.000241730167851,0.56
8180,0.018470112517496,0.014669578780545,0.032313649299325,0.023235602691929,Expansion,Component II,0.000237588493291,0.56
8179,0.018424659595481,0.0146582049422,0.03243786166277,0.023237972647659,Expansion,Component II,0.000233698718933,0.56
8178,0.01837893789603,0.014684161291904,0.03250423489014,0.023240346770148,Expansion,Component II,0.000230048343995,0.56
8177,0.018332983060604,0.01473724787902,0.032482552660557,0.02324272506652,Expansion,Component II,0.000226625258303,0.56
8176,0.018286887126899,0.014699441190494,0.032456769164425,0.02324510754391,Expansion,Component II,0.000223417748955,0.56
8175,0.018240640023971,0.014679886088024,0.032599803258638,0.023247494209464,Expansion,Component II,0.000220414505037,0.56
8174,0.018194252813505,0.014683704372685,0.032635500881128,0.02324988507034,Expansion,Component II,0.00021759541819,0.56
8173,0.018148020084647,0.01467069416801,0.032584613372861,0.023252280133708,Expansion,Component II,0.000214951342137,0.56
8172,0.01810224804647,0.014623984001201,0.032715617095824,0.023254679406749,Expansion,Component II,0.00021247342454,0.56
8171,0.018057252399751,0.01459391468232,0.032719697003637,0.023257082896655,Expansion,Component II,0.000210153109254,0.56
8170,0.01801335589912,0.014552662961401,0.032877119840685,0.02325949061063,Expansion,Component II,0.000207982137548,0.56
8169,0.017972185448351,0.014514930184191,0.03307283866981,0.023261902555889,Expansion,Component II,0.000205924894444,0.56
8168,0.017934018956187,0.014479204421746,0.033279054378639,0.023264318739661,Expansion,Component II,0.000203976436966,0.56
8167,0.017899111029569,0.014445625854461,0.03333512653888,0.023266739169184,Expansion,Component II,0.000202131973672,0.56
8166,0.017867691225783,0.014414356222661,0.033402185844573,0.023269163851708,Expansion,Component II,0.000200386863821,0.56
8165,0.017839962628244,0.014377360828485,0.033531597719681,0.023271592794495,Expansion,Component II,0.000198736616275,0.56
8164,0.017816210755361,0.014240982537898,0.033490825007751,0.023274026004819,Expansion,Component II,0.000197119347215,0.56
8163,0.017796476246161,0.014168455991807,0.033762514669656,0.023276463489965,Expansion,Component II,0.000195534149062,0.56
8162,0.017780779609312,0.014119410164363,0.033778072204843,0.023278905257231,Expansion,Component II,0.000193980138914,0.56
8161,0.017769122449233,0.014052598770816,0.03378980189685,0.023281351313925,Expansion,Component II,0.000192456457978,0.56
8160,0.017761488786655,0.014026011129179,0.033885358246844,0.023283801667368,Expansion,Component II,0.000190962271012,0.56
8159,0.017756195124386,0.013980596728517,0.034065087626604,0.023286256324891,Expansion,Component II,0.000189499483165,0.56
8158,0.017753255336204,0.013935855499514,0.034253488289666,0.023288715293839,Expansion,Component II,0.000188067537997,0.56
8157,0.017752675879049,0.013892322667995,0.034467786446876,0.023291178581567,Expansion,Component II,0.000186665886412,0.56
8156,0.017754455984776,0.013847265620359,0.034622832797786,0.023293646195443,Expansion,Component II,0.000185293986613,0.56
8155,0.017758587883585,0.013740352336324,0.034761329978754,0.023296118142847,Expansion,Component II,0.000183951304068,0.56
