calBP,PrDens,PerCap,lo,hi,logFit3,PhaseID,CompID,BRMspd,MeanFCRArea
2724,0.139285165,0.009787051,0.110946468,0.175588549,0.132085668,Expansion,Component III,0.06530102,1.54
2723,0.140639683,0.009677804,0.111059002,0.175271972,0.132124424,Expansion,Component III,0.065652829,1.54
2722,0.141982064,0.009499558,0.111317451,0.176235511,0.132163275,Expansion,Component III,0.066004319,1.54
2721,0.143311784,0.009321824,0.111108524,0.176026079,0.132202223,Expansion,Component III,0.06635651,1.54
2720,0.144628451,0.009145484,0.110892809,0.175754068,0.132241269,Expansion,Component III,0.066709284,1.54
2719,0.145931312,0.008967996,0.110569735,0.175878092,0.132280411,Expansion,Component III,0.067062164,1.54
2718,0.147207397,0.008706414,0.110010167,0.175984646,0.132319651,Expansion,Component III,0.067415614,1.54
2717,0.14845627,0.008447982,0.10960466,0.1761481,0.132358988,Expansion,Component III,0.067768998,1.54
2716,0.149646869,0.007987872,0.109554252,0.176326387,0.132398423,Expansion,Component III,0.068122728,1.54
2715,0.150791368,0.0076189,0.109411576,0.176340212,0.132437956,Expansion,Component III,0.068476971,1.54
2714,0.151907835,0.007376774,0.10916681,0.176277852,0.132477586,Expansion,Component III,0.068830965,1.54
2713,0.152997253,0.007145984,0.108999836,0.176216352,0.132517316,Expansion,Component III,0.069185242,1.54
2712,0.154089972,0.007116697,0.108834369,0.17701147,0.132557143,Expansion,Component III,0.069539978,1.54
2711,0.155210639,0.007246491,0.108742302,0.177271615,0.13259707,Expansion,Component III,0.069896415,1.54
2710,0.156377517,0.007489907,0.108722345,0.177564247,0.132637095,Expansion,Component III,0.070253426,1.54
2709,0.157613445,0.007872419,0.108662035,0.177727433,0.13267722,Expansion,Component III,0.070610378,1.54
2708,0.158939433,0.008377722,0.108565846,0.177973193,0.132717444,Expansion,Component III,0.070966638,1.54
2707,0.160357079,0.008879868,0.108779711,0.178159026,0.132757767,Expansion,Component III,0.071322192,1.54
2706,0.161844821,0.009234907,0.108496365,0.178589121,0.132798191,Expansion,Component III,0.07167655,1.54
2705,0.163381617,0.00945069,0.108082521,0.178996573,0.132838714,Expansion,Component III,0.072029249,1.54
2704,0.164947436,0.009538185,0.107972915,0.179357671,0.132879337,Expansion,Component III,0.07238105,1.54
2703,0.166531625,0.009558374,0.107871124,0.17977397,0.132920061,Expansion,Component III,0.072731873,1.54
2702,0.168107804,0.009420233,0.107898149,0.180179474,0.132960885,Expansion,Component III,0.073081399,1.54
2701,0.169664717,0.009218771,0.10765211,0.180542822,0.13300181,Expansion,Component III,0.073429336,1.54
2700,0.171217651,0.009111326,0.107815249,0.180910101,0.133042836,Expansion,Component III,0.07377596,1.54
2699,0.172749979,0.008909782,0.107900494,0.181230668,0.133083963,Expansion,Component III,0.074121859,1.54
2698,0.174284735,0.008845029,0.107745896,0.181539616,0.133125192,Expansion,Component III,0.074466899,1.54
2697,0.175810346,0.008715461,0.107602992,0.181823238,0.133166522,Expansion,Component III,0.074811839,1.54
2696,0.177338742,0.008655868,0.107581688,0.181906098,0.133207954,Expansion,Component III,0.075157899,1.54
2695,0.178857972,0.008530334,0.107313363,0.181898126,0.133249488,Expansion,Component III,0.07550435,1.54
2694,0.180371195,0.008424885,0.107168561,0.182149502,0.133291124,Expansion,Component III,0.075850472,1.54
2693,0.1818663,0.008254882,0.107175882,0.182586329,0.133332862,Expansion,Component III,0.076196136,1.54
2692,0.183337535,0.008057104,0.107148103,0.182717712,0.133374703,Expansion,Component III,0.076539832,1.54
2691,0.184766077,0.007761671,0.106789378,0.183243161,0.133416647,Expansion,Component III,0.076881962,1.54
2690,0.186154986,0.007489007,0.106583831,0.183760182,0.133458694,Expansion,Component III,0.077221669,1.54
2689,0.187490008,0.007145969,0.106342851,0.184367961,0.133500845,Expansion,Component III,0.077557588,1.54
2688,0.188750162,0.006698694,0.106293369,0.184904197,0.133543098,Expansion,Component III,0.077892278,1.54
2687,0.189961802,0.00639876,0.1064593,0.185036733,0.133585456,Expansion,Component III,0.078226477,1.54
2686,0.191129586,0.006128652,0.106410754,0.185476226,0.133627917,Expansion,Component III,0.078557408,1.54
2685,0.192248328,0.005836253,0.10620027,0.185911677,0.133670482,Expansion,Component III,0.078888339,1.54
2684,0.193322909,0.005573981,0.105899297,0.18633125,0.133713152,Expansion,Component III,0.079220044,1.54
2683,0.19434666,0.005281577,0.10563175,0.186401517,0.133755926,Expansion,Component III,0.079552399,1.54
2682,0.195330291,0.005048455,0.10560564,0.186707268,0.133798805,Expansion,Component III,0.07988675,1.54
2681,0.196241376,0.004653488,0.105565681,0.186991862,0.133841788,Expansion,Component III,0.08022238,1.54
2680,0.197093697,0.004333821,0.105518913,0.187259429,0.133884877,Expansion,Component III,0.08056105,1.54
2679,0.197863045,0.003895866,0.10547092,0.187509416,0.133928071,Expansion,Component III,0.080901419,1.54
2678,0.198538352,0.003407191,0.105192383,0.187729343,0.133971371,Expansion,Component III,0.081243639,1.54
2677,0.199128824,0.002969681,0.104952593,0.188013206,0.134014776,Expansion,Component III,0.0815863,1.54
2676,0.19965464,0.002637101,0.104648316,0.188247841,0.134058287,Expansion,Component III,0.08193116,1.54
2675,0.200130651,0.002381334,0.104594266,0.188267779,0.134101905,Expansion,Component III,0.082276917,1.54
2674,0.200543753,0.002062033,0.104560465,0.188614898,0.134145628,Expansion,Component III,0.082624347,1.54
2673,0.20092274,0.001888013,0.104450755,0.188829162,0.134189459,Expansion,Component III,0.082972728,1.54
2672,0.201280161,0.00177732,0.104157176,0.189080742,0.134233396,Expansion,Component III,0.083321673,1.54
2671,0.201625224,0.001712871,0.103899459,0.189308766,0.13427744,Expansion,Component III,0.083671726,1.54
2670,0.201974146,0.001729055,0.103980668,0.189526718,0.134321591,Expansion,Component III,0.084022074,1.54
2669,0.202345926,0.001839035,0.103858263,0.189681535,0.13436585,Expansion,Component III,0.084374106,1.54
2668,0.202722378,0.001858712,0.103697096,0.189826253,0.134410216,Expansion,Component III,0.08472553,1.54
2667,0.203130806,0.002012685,0.103538651,0.189993025,0.134454691,Expansion,Component III,0.08507681,1.54
2666,0.203611739,0.002364806,0.103445662,0.190086487,0.134499273,Expansion,Component III,0.0854271,1.54
2665,0.204160067,0.002689389,0.10356295,0.190232145,0.134543963,Expansion,Component III,0.085776006,1.54
2664,0.204805943,0.003158583,0.10363443,0.190352305,0.134588762,Expansion,Component III,0.086123734,1.54
2663,0.205507686,0.003420521,0.103796475,0.190532935,0.13463367,Expansion,Component III,0.086470411,1.54
2662,0.206203994,0.003382511,0.103809562,0.190672195,0.134678686,Expansion,Component III,0.086816722,1.54
2661,0.20681547,0.002961006,0.103570966,0.190851814,0.134723812,Expansion,Component III,0.087163033,1.54
2660,0.207310844,0.00239238,0.103370095,0.190813183,0.134769047,Expansion,Component III,0.087508527,1.54
2659,0.20769429,0.00184791,0.103392733,0.190738692,0.134814391,Expansion,Component III,0.087854576,1.54
2658,0.207996117,0.001452172,0.103213758,0.190790419,0.134859845,Expansion,Component III,0.088201962,1.54
2657,0.20825124,0.001225823,0.103037955,0.190757536,0.134905409,Expansion,Component III,0.088550335,1.54
2656,0.208488004,0.001136272,0.103061364,0.190824923,0.134951083,Expansion,Component III,0.088900024,1.54
2655,0.20872143,0.001118988,0.103128148,0.191010059,0.134996868,Expansion,Component III,0.089250585,1.54
2654,0.208947525,0.001082649,0.10271142,0.190944054,0.135042763,Expansion,Component III,0.089601201,1.54
2653,0.209198321,0.001199563,0.102523079,0.19088518,0.135088769,Expansion,Component III,0.089951817,1.54
2652,0.20945473,0.001224924,0.102299757,0.190828807,0.135134886,Expansion,Component III,0.090302809,1.54
2651,0.209698978,0.001165433,0.102185796,0.190773403,0.135181114,Expansion,Component III,0.090653801,1.54
2650,0.209946417,0.00117928,0.102239588,0.190727603,0.135227454,Expansion,Component III,0.091003742,1.54
2649,0.210158277,0.001008604,0.102494091,0.190838555,0.135273905,Expansion,Component III,0.091352875,1.54
2648,0.210323213,0.000784509,0.102690112,0.19073555,0.135320468,Expansion,Component III,0.09170037,1.54
2647,0.210444925,0.000578522,0.102714355,0.190656776,0.135367143,Expansion,Component III,0.092045065,1.54
2646,0.210519667,0.000355102,0.102651866,0.190607999,0.13541393,Expansion,Component III,0.09238672,1.54
2645,0.210544816,0.000119454,0.102630737,0.190591608,0.13546083,Expansion,Component III,0.092724889,1.54
2644,0.21052688,-8.52E-05,0.102644898,0.19060251,0.135507843,Expansion,Component III,0.093060537,1.54
2643,0.210466461,-0.000287028,0.102687126,0.190634779,0.135554968,Expansion,Component III,0.093394253,1.54
2642,0.210362202,-0.000495496,0.102748555,0.19067963,0.135602207,Expansion,Component III,0.093726256,1.54
2641,0.210222946,-0.0006622,0.102674394,0.190737947,0.135649559,Expansion,Component III,0.094056208,1.54
2640,0.210063984,-0.000756442,0.10254434,0.190805554,0.135697024,Expansion,Component III,0.0943831,1.54
2639,0.209886003,-0.000847631,0.102396295,0.190820637,0.135744603,Expansion,Component III,0.094705605,1.54
2638,0.209706912,-0.000853645,0.102239126,0.190676654,0.135792297,Expansion,Component III,0.095019832,1.54
2637,0.209510581,-0.000936652,0.102184603,0.190692626,0.135840104,Expansion,Component III,0.095328026,1.54
2636,0.209297714,-0.001016539,0.102288225,0.19071546,0.135888026,Expansion,Component III,0.095630654,1.54
2635,0.209072724,-0.001075551,0.10240612,0.190743365,0.135936062,Expansion,Component III,0.095929493,1.54
2634,0.208833722,-0.001143809,0.102533809,0.190771861,0.135984213,Expansion,Component III,0.096223875,1.54
2633,0.208564251,-0.001291195,0.102736328,0.190802016,0.13603248,Expansion,Component III,0.096517639,1.54
2632,0.208260623,-0.001456859,0.10282899,0.19082016,0.136080861,Expansion,Component III,0.096809179,1.54
2631,0.207925509,-0.001610408,0.102998447,0.190830475,0.136129358,Expansion,Component III,0.097098969,1.54
2630,0.207579349,-0.001666215,0.103306117,0.190820349,0.136177971,Expansion,Component III,0.097384769,1.54
2629,0.207222999,-0.001718166,0.103345845,0.190810336,0.1362267,Expansion,Component III,0.097667495,1.54
2628,0.20684705,-0.00181587,0.103522844,0.190797066,0.136275544,Expansion,Component III,0.097944059,1.54
2627,0.206451733,-0.001912987,0.103711589,0.19083552,0.136324505,Expansion,Component III,0.098217337,1.54
2626,0.206056415,-0.001916654,0.103903428,0.190763845,0.136373583,Expansion,Component III,0.098491149,1.54
2625,0.205670859,-0.001872872,0.104092423,0.190691369,0.136422777,Expansion,Component III,0.098763864,1.54
2624,0.20531451,-0.001734123,0.104086711,0.190675434,0.136472089,Expansion,Component III,0.099034016,1.54
2623,0.204997598,-0.001544734,0.103986115,0.190732533,0.136521517,Expansion,Component III,0.09930177,1.54
2622,0.204710118,-0.001403344,0.103911968,0.190733935,0.136571063,Expansion,Component III,0.099567091,1.54
2621,0.204471947,-0.00116413,0.103955633,0.190631239,0.136620727,Expansion,Component III,0.099830149,1.54
2620,0.20426449,-0.001015118,0.10387339,0.19041055,0.136670508,Expansion,Component III,0.100089492,1.54
2619,0.204088052,-0.000864144,0.103783877,0.19033379,0.136720407,Expansion,Component III,0.100342432,1.54
2618,0.203956532,-0.000644633,0.103680075,0.190129638,0.136770425,Expansion,Component III,0.100587188,1.54
2617,0.203871456,-0.000417217,0.103561256,0.190341816,0.136820561,Expansion,Component III,0.100823277,1.54
2616,0.203847363,-0.000118185,0.103411262,0.190638234,0.136870816,Expansion,Component III,0.101050177,1.54
2615,0.20387114,0.000116633,0.10323885,0.190819005,0.13692119,Expansion,Component III,0.101270033,1.54
2614,0.203904991,0.00016603,0.102956723,0.190952682,0.136971683,Expansion,Component III,0.101480977,1.54
2613,0.203954024,0.000240439,0.102848686,0.191098201,0.137022295,Expansion,Component III,0.101681922,1.54
2612,0.20398521,0.000152898,0.10264125,0.191128392,0.137073026,Expansion,Component III,0.101875097,1.54
2611,0.203965389,-9.72E-05,0.102443069,0.19120365,0.137123878,Expansion,Component III,0.102058235,1.54
2610,0.20389387,-0.000350705,0.102266252,0.191264398,0.137174849,Expansion,Component III,0.102231735,1.54
2609,0.203735749,-0.000775807,0.102116134,0.191304699,0.137225941,Expansion,Component III,0.10239703,1.54
2608,0.203477289,-0.001269407,0.101999455,0.191322891,0.137277153,Expansion,Component III,0.102550787,1.54
2607,0.203123995,-0.001737793,0.101777674,0.191324159,0.137328486,Expansion,Component III,0.102697744,1.54
2606,0.202695925,-0.002109656,0.101583206,0.191317636,0.13737994,Expansion,Component III,0.102843259,1.54
2605,0.202209631,-0.00240201,0.10141537,0.191309602,0.137431514,Expansion,Component III,0.102987007,1.54
2604,0.201695792,-0.002544355,0.101259953,0.191301633,0.13748321,Expansion,Component III,0.103130848,1.54
2603,0.201155652,-0.002681585,0.101117238,0.191294204,0.137535027,Expansion,Component III,0.10327882,1.54
2602,0.200606646,-0.002732991,0.101072991,0.191291443,0.137586966,Expansion,Component III,0.103429518,1.54
2601,0.20005007,-0.002778321,0.101099079,0.19129381,0.137639027,Expansion,Component III,0.10358083,1.54
2600,0.199496753,-0.002769723,0.101029419,0.191268164,0.137691211,Expansion,Component III,0.103735357,1.54
2599,0.198953854,-0.002725055,0.101023866,0.191220913,0.137743516,Expansion,Component III,0.103892409,1.54
2598,0.198400537,-0.002785005,0.101032969,0.191169645,0.137795944,Expansion,Component III,0.104051763,1.54
2597,0.197864347,-0.002706224,0.101044774,0.191122404,0.137848495,Expansion,Component III,0.104210718,1.54
2596,0.197344827,-0.002629088,0.101060457,0.191075445,0.137901169,Expansion,Component III,0.104368769,1.54
2595,0.196853197,-0.002494335,0.101262243,0.191030703,0.137953966,Expansion,Component III,0.104529371,1.54
2594,0.196385258,-0.002379925,0.101087455,0.190959054,0.138006886,Expansion,Component III,0.104688337,1.54
2593,0.195944621,-0.002246256,0.101079017,0.190763169,0.13805993,Expansion,Component III,0.104844528,1.54
2592,0.195538145,-0.002076599,0.1010963,0.190903976,0.138113098,Expansion,Component III,0.104997279,1.54
2591,0.195196103,-0.001750769,0.101113894,0.190858889,0.13816639,Expansion,Component III,0.105144781,1.54
2590,0.194902894,-0.001503252,0.10113109,0.190839773,0.138219806,Expansion,Component III,0.10528738,1.54
2589,0.19467213,-0.001184697,0.101149213,0.190816412,0.138273347,Expansion,Component III,0.10542443,1.54
2588,0.194523664,-0.000762939,0.101161553,0.190801372,0.138327013,Expansion,Component III,0.105551467,1.54
2587,0.194419751,-0.000534335,0.101173836,0.190790219,0.138380803,Expansion,Component III,0.105673394,1.54
2586,0.19436424,-0.000285563,0.101187396,0.190781453,0.138434719,Expansion,Component III,0.105787298,1.54
2585,0.194343237,-0.000108064,0.10120006,0.190776126,0.13848876,Expansion,Component III,0.105897298,1.54
2584,0.194374345,0.000160053,0.101208273,0.19077621,0.138542926,Expansion,Component III,0.106002676,1.54
2583,0.194471849,0.000501504,0.101217101,0.19078522,0.138597218,Expansion,Component III,0.106110077,1.54
2582,0.194593423,0.000624958,0.101193398,0.190797826,0.138651637,Expansion,Component III,0.106215858,1.54
2581,0.194794878,0.001034721,0.10116253,0.190822511,0.138706181,Expansion,Component III,0.106320758,1.54
2580,0.19503849,0.001249829,0.101117904,0.190854708,0.138760852,Expansion,Component III,0.106422726,1.54
2579,0.195340634,0.001547954,0.101052178,0.190902213,0.13881565,Expansion,Component III,0.106522719,1.54
2578,0.195696985,0.001822589,0.100963298,0.190958286,0.138870574,Expansion,Component III,0.106613473,1.54
2577,0.196085054,0.001981047,0.100864247,0.190919163,0.138925626,Expansion,Component III,0.1066916,1.54
2576,0.196487974,0.002052715,0.100757461,0.191068279,0.138980805,Expansion,Component III,0.106760003,1.54
2575,0.19690667,0.002128629,0.100675642,0.191070381,0.139036111,Expansion,Component III,0.106814949,1.54
2574,0.197340868,0.00220267,0.100697591,0.1910587,0.139091545,Expansion,Component III,0.106852371,1.54
2573,0.197741717,0.002029193,0.100719329,0.191106679,0.139147107,Expansion,Component III,0.106874897,1.54
2572,0.19812858,0.001954494,0.100752737,0.19114034,0.139202797,Expansion,Component III,0.106881904,1.54
2571,0.198500038,0.001873079,0.100796633,0.191160624,0.139258616,Expansion,Component III,0.106876383,1.54
2570,0.19883694,0.0016958,0.100698045,0.19116352,0.139314563,Expansion,Component III,0.1068556,1.54
2569,0.199123389,0.001439584,0.100582435,0.191152944,0.139370639,Expansion,Component III,0.106822729,1.54
2568,0.199385711,0.001316515,0.100473337,0.191128778,0.139426844,Expansion,Component III,0.106778434,1.54
2567,0.199604326,0.001095844,0.100379796,0.191097683,0.139483178,Expansion,Component III,0.106728692,1.54
2566,0.199752064,0.00073988,0.100311368,0.191062001,0.139539641,Expansion,Component III,0.106673828,1.54
2565,0.199816988,0.000324971,0.100276106,0.19103549,0.139596235,Expansion,Component III,0.106614145,1.54
2564,0.199795085,-0.000109622,0.100280763,0.191031653,0.139652958,Expansion,Component III,0.106548877,1.54
2563,0.199701681,-0.000467608,0.100330132,0.191066611,0.139709811,Expansion,Component III,0.106481409,1.54
2562,0.199623895,-0.000389586,0.100401055,0.19114135,0.139766794,Expansion,Component III,0.106413942,1.54
2561,0.199630942,3.53E-05,0.100471014,0.191254889,0.139823908,Expansion,Component III,0.10634341,1.54
2560,0.19974778,0.000585097,0.100511602,0.191381904,0.139881153,Expansion,Component III,0.106267706,1.54
2559,0.199960681,0.001065283,0.100376734,0.191514932,0.139938529,Expansion,Component III,0.106186935,1.54
2558,0.20021337,0.001262896,0.100130977,0.191652431,0.139996035,Expansion,Component III,0.106099399,1.54
2557,0.200494985,0.001405585,0.099879643,0.191790915,0.140053673,Expansion,Component III,0.106004276,1.54
2556,0.200749365,0.001267958,0.09962518,0.191934939,0.140111443,Expansion,Component III,0.10590262,1.54
2555,0.200959457,0.001045989,0.09937198,0.192084247,0.140169345,Expansion,Component III,0.105795459,1.54
2554,0.201120627,0.00080168,0.099278291,0.192232434,0.140227378,Expansion,Component III,0.105682499,1.54
2553,0.201218283,0.000485443,0.099265855,0.192375604,0.140285544,Expansion,Component III,0.105565301,1.54
2552,0.2012706,0.000259966,0.098885118,0.192512455,0.140343842,Expansion,Component III,0.10544724,1.54
2551,0.201274472,1.92E-05,0.098525157,0.1926348,0.140402273,Expansion,Component III,0.105325939,1.54
2550,0.201234446,-0.000198879,0.098348258,0.192694822,0.140460836,Expansion,Component III,0.105205934,1.54
2549,0.201180353,-0.000268846,0.098221814,0.192814262,0.140519533,Expansion,Component III,0.10508437,1.54
2548,0.201115554,-0.000322147,0.098133358,0.192883396,0.140578363,Expansion,Component III,0.104965403,1.54
2547,0.201062521,-0.000263724,0.098092829,0.192912722,0.140637326,Expansion,Component III,0.104849049,1.54
2546,0.201024313,-0.00019005,0.098106776,0.192903396,0.140696424,Expansion,Component III,0.104738337,1.54
2545,0.201009115,-7.56E-05,0.098177231,0.192852897,0.140755655,Expansion,Component III,0.104630712,1.54
2544,0.200997832,-5.61E-05,0.098304739,0.192732756,0.14081502,Expansion,Component III,0.104527904,1.54
2543,0.200976001,-0.000108618,0.098573349,0.192574444,0.140874519,Expansion,Component III,0.104428921,1.54
2542,0.200943572,-0.000161372,0.098998561,0.19250454,0.140934153,Expansion,Component III,0.104333057,1.54
2541,0.200870948,-0.000361478,0.099320656,0.192344842,0.140993922,Expansion,Component III,0.104241188,1.54
2540,0.200753069,-0.000587017,0.099337492,0.19217703,0.141053826,Expansion,Component III,0.104153327,1.54
2539,0.200588331,-0.000820936,0.099561645,0.192004895,0.141113865,Expansion,Component III,0.104069476,1.54
2538,0.200358322,-0.001147331,0.099884487,0.191837167,0.141174039,Expansion,Component III,0.103989621,1.54
2537,0.200097243,-0.001303907,0.100227314,0.191668867,0.141234349,Expansion,Component III,0.103913738,1.54
2536,0.199821579,-0.0013786,0.100563375,0.191499862,0.141294795,Expansion,Component III,0.103841787,1.54
2535,0.199548034,-0.001369887,0.10055457,0.191329293,0.141355377,Expansion,Component III,0.103774346,1.54
2534,0.199277128,-0.001358517,0.100612832,0.191157634,0.141416095,Expansion,Component III,0.103710667,1.54
2533,0.199042,-0.001180602,0.101062142,0.190976847,0.141476949,Expansion,Component III,0.103650675,1.54
2532,0.198864112,-0.000894122,0.101257559,0.190796551,0.14153794,Expansion,Component III,0.103594286,1.54
2531,0.198741794,-0.000615269,0.10144415,0.190988384,0.141599068,Expansion,Component III,0.103537809,1.54
2530,0.198655414,-0.00043473,0.101959271,0.190913549,0.141660333,Expansion,Component III,0.10348467,1.54
2529,0.198621409,-0.000171192,0.102463178,0.190800446,0.141721736,Expansion,Component III,0.103431843,1.54
2528,0.198623315,9.60E-06,0.102970082,0.190689865,0.141783275,Expansion,Component III,0.103379017,1.54
2527,0.198677178,0.000271143,0.103327034,0.190588446,0.141844953,Expansion,Component III,0.103326813,1.54
2526,0.198763512,0.00043445,0.10361386,0.19038313,0.141906768,Expansion,Component III,0.10327461,1.54
2525,0.198846639,0.000418134,0.103825344,0.190083108,0.141968722,Expansion,Component III,0.103222093,1.54
2524,0.198924937,0.000393684,0.103929293,0.189784682,0.142030814,Expansion,Component III,0.103166789,1.54
2523,0.198963797,0.000195331,0.103940194,0.189457275,0.142093044,Expansion,Component III,0.103111484,1.54
2522,0.198983643,9.97E-05,0.103967327,0.189211236,0.142155413,Expansion,Component III,0.10305331,1.54
2521,0.198950677,-0.00016569,0.104299011,0.189121109,0.142217921,Expansion,Component III,0.1029922,1.54
2520,0.19888279,-0.000341282,0.104636553,0.189023882,0.142280568,Expansion,Component III,0.102928103,1.54
2519,0.19878015,-0.000516215,0.104979543,0.188915702,0.142343355,Expansion,Component III,0.102857791,1.54
2518,0.198626706,-0.000772225,0.105087412,0.188790101,0.142406281,Expansion,Component III,0.102784631,1.54
2517,0.198422712,-0.001027549,0.105060191,0.188815133,0.142469347,Expansion,Component III,0.102705472,1.54
2516,0.19818614,-0.001192974,0.105062047,0.18843716,0.142532553,Expansion,Component III,0.102620949,1.54
2515,0.197917016,-0.001358858,0.105046605,0.188296085,0.142595899,Expansion,Component III,0.102531704,1.54
2514,0.197654656,-0.001326487,0.105036756,0.188407144,0.142659385,Expansion,Component III,0.102435378,1.54
2513,0.197377583,-0.001402788,0.105036565,0.188672706,0.142723012,Expansion,Component III,0.102335592,1.54
2512,0.197086373,-0.001476483,0.105344922,0.188790398,0.14278678,Expansion,Component III,0.102228978,1.54
2511,0.19681393,-0.001383312,0.105610052,0.188629544,0.142850689,Expansion,Component III,0.102115691,1.54
2510,0.196544667,-0.001369046,0.105351735,0.188471416,0.142914739,Expansion,Component III,0.101997576,1.54
2509,0.196313649,-0.001176087,0.105213798,0.188313974,0.14297893,Expansion,Component III,0.101872892,1.54
2508,0.196105288,-0.001061935,0.105731851,0.188325856,0.143043263,Expansion,Component III,0.101744262,1.54
2507,0.195933751,-0.000875101,0.105713611,0.188370468,0.143107738,Expansion,Component III,0.101612141,1.54
2506,0.195815358,-0.000604432,0.106022881,0.188138516,0.143172355,Expansion,Component III,0.101476975,1.54
2505,0.195733504,-0.000418101,0.106321275,0.18785862,0.143237114,Expansion,Component III,0.101339718,1.54
2504,0.195669589,-0.000326595,0.106613725,0.188043801,0.143302016,Expansion,Component III,0.101200597,1.54
2503,0.195639292,-0.000154852,0.10687233,0.188201475,0.14336706,Expansion,Component III,0.101059063,1.54
2502,0.195643245,2.02E-05,0.107023691,0.188399608,0.143432247,Expansion,Component III,0.100915676,1.54
2501,0.195664376,0.000108,0.106951364,0.188492433,0.143497577,Expansion,Component III,0.100768788,1.54
2500,0.195698212,0.000172917,0.107135646,0.188151133,0.143563051,Expansion,Component III,0.100616939,1.54
2499,0.195748066,0.000254717,0.107172675,0.188438371,0.143628668,Expansion,Component III,0.100458199,1.54
2498,0.195814084,0.0003372,0.107208836,0.189024458,0.143694428,Expansion,Component III,0.100292608,1.54
2497,0.195862975,0.00024965,0.107418424,0.189439446,0.143760332,Expansion,Component III,0.10011983,1.54
2496,0.195876992,7.16E-05,0.107676136,0.189640213,0.143826381,Expansion,Component III,0.099939143,1.54
2495,0.195870876,-3.12E-05,0.107788355,0.189814969,0.143892573,Expansion,Component III,0.099751173,1.54
2494,0.195828388,-0.000216944,0.107628584,0.189752265,0.14395891,Expansion,Component III,0.099556066,1.54
2493,0.195750284,-0.000398917,0.107453762,0.189581548,0.144025392,Expansion,Component III,0.099354942,1.54
2492,0.195634037,-0.000594033,0.107497497,0.18992327,0.144092019,Expansion,Component III,0.099147479,1.54
2491,0.195460218,-0.000888881,0.107440472,0.190360886,0.14415879,Expansion,Component III,0.098934345,1.54
2490,0.195248357,-0.001084497,0.107547747,0.190876825,0.144225707,Expansion,Component III,0.098717386,1.54
2489,0.194999201,-0.001276916,0.107690753,0.190930297,0.14429277,Expansion,Component III,0.098496825,1.54
2488,0.194698262,-0.001544472,0.107680779,0.190831856,0.144359978,Expansion,Component III,0.098273741,1.54
2487,0.194379775,-0.00163714,0.107292637,0.19097206,0.144427331,Expansion,Component III,0.098049943,1.54
2486,0.194018877,-0.001858389,0.107159896,0.191364178,0.144494831,Expansion,Component III,0.097825817,1.54
2485,0.193657979,-0.001861849,0.107089623,0.1917856,0.144562477,Expansion,Component III,0.097603225,1.54
2484,0.193265739,-0.002027483,0.107024727,0.192118525,0.14463027,Expansion,Component III,0.097381648,1.54
2483,0.192865308,-0.002074066,0.106963323,0.19213442,0.144698209,Expansion,Component III,0.097161279,1.54
2482,0.192464176,-0.002082025,0.107003305,0.192150573,0.144766295,Expansion,Component III,0.096943461,1.54
2481,0.19204704,-0.002169693,0.106964922,0.192194715,0.144834528,Expansion,Component III,0.096728628,1.54
2480,0.191630598,-0.002170791,0.106862358,0.192569199,0.144902909,Expansion,Component III,0.096517426,1.54
2479,0.191231263,-0.002086054,0.106818452,0.192950579,0.144971436,Expansion,Component III,0.096311921,1.54
2478,0.190833611,-0.002081597,0.10678651,0.193342721,0.145040112,Expansion,Component III,0.096114004,1.54
2477,0.190443876,-0.002044362,0.10712313,0.19336197,0.145108935,Expansion,Component III,0.095921093,1.54
2476,0.190071695,-0.001956194,0.107700864,0.193355241,0.145177906,Expansion,Component III,0.0957334,1.54
2475,0.18968393,-0.002042185,0.108284965,0.193361823,0.145247025,Expansion,Component III,0.095549203,1.54
2474,0.18928068,-0.00212817,0.10856836,0.193357107,0.145316293,Expansion,Component III,0.095369854,1.54
2473,0.188895275,-0.002038228,0.108422635,0.193618272,0.145385709,Expansion,Component III,0.095188358,1.54
2472,0.188492025,-0.002137065,0.108276367,0.193826974,0.145455274,Expansion,Component III,0.095004387,1.54
2471,0.188071221,-0.002234971,0.108077406,0.193746272,0.145524988,Expansion,Component III,0.094818373,1.54
2470,0.187616273,-0.00242195,0.107675204,0.193919255,0.145594851,Expansion,Component III,0.094629361,1.54
2469,0.187138511,-0.002549733,0.107826357,0.194187603,0.145664864,Expansion,Component III,0.094437463,1.54
2468,0.186627036,-0.002736879,0.107692411,0.194458292,0.145735026,Expansion,Component III,0.094245013,1.54
2467,0.186099511,-0.002830626,0.107566507,0.19473007,0.145805338,Expansion,Component III,0.094053226,1.54
2466,0.185541787,-0.003001413,0.107447722,0.195120656,0.1458758,Expansion,Component III,0.093863432,1.54
2465,0.184969995,-0.0030865,0.107372789,0.195344412,0.145946412,Expansion,Component III,0.093677931,1.54
2464,0.184358686,-0.003310383,0.107537034,0.195670145,0.146017174,Expansion,Component III,0.093500397,1.54
2463,0.183747668,-0.003319794,0.10769944,0.196061412,0.146088086,Expansion,Component III,0.093332607,1.54
2462,0.183126466,-0.003386465,0.107857961,0.196217011,0.14615915,Expansion,Component III,0.093174177,1.54
2461,0.182490129,-0.003480901,0.107793383,0.196361021,0.146230364,Expansion,Component III,0.093021991,1.54
2460,0.181829505,-0.003626622,0.107738933,0.196609281,0.146301729,Expansion,Component III,0.092872566,1.54
