calBP,PrDens,PerCap,lo,hi,logFit3,PhaseID,CompID,BRMspd,MeanFCRArea
1976,0.199174585,0.001213825,0.161293493,0.25879426,0.200071286,Expansion,Component III,0.07331724,1.54
1975,0.199416682,0.001214764,0.161677313,0.258548248,0.200218875,Expansion,Component III,0.073326966,1.54
1974,0.199654759,0.001193154,0.161920202,0.258305643,0.200366568,Expansion,Component III,0.073336694,1.54
1973,0.19989079,0.001181499,0.16165818,0.258328229,0.200514366,Expansion,Component III,0.073348242,1.54
1972,0.200119069,0.001141365,0.161666956,0.258926764,0.200662267,Expansion,Component III,0.073364538,1.54
1971,0.200338633,0.001096568,0.161739552,0.259522375,0.200810272,Expansion,Component III,0.073385457,1.54
1970,0.200553464,0.001071765,0.161737352,0.260115607,0.200958379,Expansion,Component III,0.073412183,1.54
1969,0.200757767,0.001018175,0.16145968,0.260702162,0.201106589,Expansion,Component III,0.073445282,1.54
1968,0.200951821,0.000966143,0.161193655,0.261312035,0.201254901,Expansion,Component III,0.073485233,1.54
1967,0.201139644,0.000934227,0.16112674,0.262085711,0.201403313,Expansion,Component III,0.073529612,1.54
1966,0.201314571,0.000869303,0.160877428,0.262606761,0.201551827,Expansion,Component III,0.073579172,1.54
1965,0.201482984,0.000836217,0.160612298,0.263144091,0.201700441,Expansion,Component III,0.0736344,1.54
1964,0.201644375,0.000800697,0.160333246,0.263474837,0.201849154,Expansion,Component III,0.073695297,1.54
1963,0.201797385,0.000758519,0.160229242,0.263968972,0.201997967,Expansion,Component III,0.073759456,1.54
1962,0.201950096,0.000756471,0.160657001,0.264441304,0.202146878,Expansion,Component III,0.073827108,1.54
1961,0.202102808,0.0007559,0.160706751,0.264449495,0.202295888,Expansion,Component III,0.073898014,1.54
1960,0.202256552,0.000760434,0.159852863,0.26464954,0.202444995,Expansion,Component III,0.073972151,1.54
1959,0.202416907,0.000792512,0.159764085,0.265921038,0.202594199,Expansion,Component III,0.074049132,1.54
1958,0.202590212,0.000855816,0.159700253,0.266336823,0.2027435,Expansion,Component III,0.07412651,1.54
1957,0.202781961,0.00094604,0.159633668,0.26721619,0.202892898,Expansion,Component III,0.074204331,1.54
1956,0.202990713,0.001028909,0.158825291,0.268321585,0.20304239,Expansion,Component III,0.074285447,1.54
1955,0.20321722,0.001115226,0.158999911,0.268932454,0.203191978,Expansion,Component III,0.074367036,1.54
1954,0.203461411,0.001200906,0.159146206,0.269713916,0.203341661,Expansion,Component III,0.07445126,1.54
1953,0.203712409,0.001232879,0.159262066,0.270522837,0.203491437,Expansion,Component III,0.074538669,1.54
1952,0.203974984,0.00128812,0.159342842,0.270873052,0.203641307,Expansion,Component III,0.074628826,1.54
1951,0.204245636,0.00132601,0.159439088,0.270995633,0.20379127,Expansion,Component III,0.074722058,1.54
1950,0.204520764,0.001346136,0.159601516,0.271550919,0.203941325,Expansion,Component III,0.074820809,1.54
1949,0.204796505,0.001347323,0.1596239,0.272330373,0.204091473,Expansion,Component III,0.074924924,1.54
1948,0.205070471,0.00133685,0.159475769,0.273014021,0.204241711,Expansion,Component III,0.075034267,1.54
1947,0.205338918,0.001308195,0.159486546,0.273500801,0.204392041,Expansion,Component III,0.075148256,1.54
1946,0.205597649,0.001259226,0.159445217,0.274134045,0.204542461,Expansion,Component III,0.07526424,1.54
1945,0.205848186,0.001217837,0.159124686,0.274691816,0.20469297,Expansion,Component III,0.075382186,1.54
1944,0.206085722,0.001153269,0.159223414,0.275245995,0.204843569,Expansion,Component III,0.075502501,1.54
1943,0.206306924,0.001072777,0.159594438,0.275761341,0.204994257,Expansion,Component III,0.075624691,1.54
1942,0.206509403,0.000980963,0.159718206,0.276343995,0.205145032,Expansion,Component III,0.075744166,1.54
1941,0.206696832,0.000907195,0.159824866,0.276664287,0.205295896,Expansion,Component III,0.075863223,1.54
1940,0.20686325,0.000804806,0.159954366,0.277018459,0.205446846,Expansion,Component III,0.075979912,1.54
1939,0.207014068,0.000728804,0.160114933,0.277325234,0.205597883,Expansion,Component III,0.0760966,1.54
1938,0.207144135,0.000628102,0.1602988,0.277554533,0.205749006,Expansion,Component III,0.076210868,1.54
1937,0.207257559,0.000547411,0.160612679,0.27776591,0.205900214,Expansion,Component III,0.076322264,1.54
1936,0.207356757,0.000478511,0.160881928,0.277959329,0.206051507,Expansion,Component III,0.076434327,1.54
1935,0.207446899,0.000434624,0.161212038,0.277983368,0.206202885,Expansion,Component III,0.076543842,1.54
1934,0.207528316,0.000392395,0.161249958,0.278003725,0.206354346,Expansion,Component III,0.076650369,1.54
1933,0.207602026,0.000355115,0.16153623,0.277979566,0.206505891,Expansion,Component III,0.07675651,1.54
1932,0.207667976,0.000317623,0.161841217,0.277898381,0.206657518,Expansion,Component III,0.076860016,1.54
1931,0.207732208,0.000309255,0.161912432,0.278156531,0.206809227,Expansion,Component III,0.076960473,1.54
1930,0.207793834,0.000296616,0.16196492,0.278050411,0.206961018,Expansion,Component III,0.07705822,1.54
1929,0.20785733,0.000305526,0.162017167,0.277938403,0.20711289,Expansion,Component III,0.077152856,1.54
1928,0.207920183,0.000302342,0.162078116,0.27786197,0.207264842,Expansion,Component III,0.07724472,1.54
1927,0.207983037,0.00030225,0.16219942,0.277657228,0.207416874,Expansion,Component III,0.077336583,1.54
1926,0.20804589,0.000302159,0.162196851,0.277526844,0.207568986,Expansion,Component III,0.077425647,1.54
1925,0.208108744,0.000302068,0.162256745,0.27739646,0.207721176,Expansion,Component III,0.077514711,1.54
1924,0.208168041,0.000284895,0.162329466,0.277261972,0.207873445,Expansion,Component III,0.077603774,1.54
1923,0.208227339,0.000284814,0.162402187,0.277127484,0.208025791,Expansion,Component III,0.077695638,1.54
1922,0.208282673,0.000265705,0.162496023,0.276988313,0.208178214,Expansion,Component III,0.077787501,1.54
1921,0.20833861,0.000268526,0.162644125,0.276852908,0.208330714,Expansion,Component III,0.077882137,1.54
1920,0.208393804,0.000264889,0.162815555,0.27671468,0.208483289,Expansion,Component III,0.077979516,1.54
1919,0.20844861,0.000262956,0.163014745,0.276706837,0.20863594,Expansion,Component III,0.078076895,1.54
1918,0.208504352,0.000267382,0.163241178,0.276914731,0.208788666,Expansion,Component III,0.078176984,1.54
1917,0.208560704,0.000270229,0.16349728,0.277090828,0.208941466,Expansion,Component III,0.078277072,1.54
1916,0.208623291,0.000300043,0.163959994,0.277237981,0.20909434,Expansion,Component III,0.078380202,1.54
1915,0.208698898,0.000362344,0.164953721,0.277351006,0.209247286,Expansion,Component III,0.078483332,1.54
1914,0.208787962,0.000426666,0.1651722,0.277370116,0.209400306,Expansion,Component III,0.078589474,1.54
1913,0.208892931,0.000502631,0.165410975,0.277243694,0.209553397,Expansion,Component III,0.078696,1.54
1912,0.209020199,0.000609065,0.16566873,0.277257536,0.209706559,Expansion,Component III,0.078802922,1.54
1911,0.209164493,0.000690094,0.165793653,0.277423794,0.209859792,Expansion,Component III,0.078912843,1.54
1910,0.209329126,0.000786788,0.166094123,0.277235075,0.210013096,Expansion,Component III,0.079023181,1.54
1909,0.209515432,0.000889622,0.166024618,0.277032559,0.210166469,Expansion,Component III,0.079136245,1.54
1908,0.20971265,0.000940862,0.165803413,0.276786235,0.21031991,Expansion,Component III,0.079249748,1.54
1907,0.209913303,0.000956341,0.165820257,0.27684902,0.210473421,Expansion,Component III,0.079365977,1.54
1906,0.210118339,0.00097629,0.165953104,0.277232204,0.210626999,Expansion,Component III,0.079485115,1.54
1905,0.210323324,0.000975091,0.166387957,0.277503535,0.210780644,Expansion,Component III,0.079606862,1.54
1904,0.210529702,0.000980762,0.166127307,0.277400475,0.210934357,Expansion,Component III,0.079730956,1.54
1903,0.210727584,0.000939483,0.166147506,0.277468907,0.211088135,Expansion,Component III,0.079857341,1.54
1902,0.210919129,0.000908556,0.166144517,0.277600912,0.211241978,Expansion,Component III,0.079988134,1.54
1901,0.211099875,0.00085658,0.166074851,0.277540066,0.211395887,Expansion,Component III,0.080120572,1.54
1900,0.211264662,0.000780307,0.16595855,0.2778888,0.21154986,Expansion,Component III,0.080254639,1.54
1899,0.211413739,0.00070539,0.165843466,0.278364466,0.211703897,Expansion,Component III,0.080389824,1.54
1898,0.21154183,0.000605693,0.165835294,0.278680493,0.211857996,Expansion,Component III,0.080528173,1.54
1897,0.211650791,0.000514951,0.166060684,0.279136314,0.212012158,Expansion,Component III,0.080667525,1.54
1896,0.211741235,0.000427235,0.165841915,0.279512103,0.212166383,Expansion,Component III,0.08080913,1.54
1895,0.211819679,0.000370402,0.165927355,0.279896959,0.212320668,Expansion,Component III,0.080953111,1.54
1894,0.211886619,0.000315972,0.166105429,0.280176137,0.212475014,Expansion,Component III,0.081098802,1.54
1893,0.211943769,0.000269687,0.166057225,0.280567595,0.212629421,Expansion,Component III,0.081246339,1.54
1892,0.211994688,0.000240218,0.166003041,0.280950888,0.212783887,Expansion,Component III,0.081395134,1.54
1891,0.212043855,0.000231899,0.16588161,0.281342187,0.212938412,Expansion,Component III,0.081544855,1.54
1890,0.212086476,0.000200978,0.165763234,0.281590612,0.213092995,Expansion,Component III,0.081695187,1.54
1889,0.212127249,0.000192232,0.165667119,0.281828121,0.213247636,Expansion,Component III,0.081845794,1.54
1888,0.212166189,0.000183549,0.165694779,0.281903309,0.213402334,Expansion,Component III,0.081995879,1.54
1887,0.212205699,0.000186207,0.166085692,0.282335738,0.213557089,Expansion,Component III,0.08214567,1.54
1886,0.212244599,0.000183293,0.1659845,0.282708643,0.213711899,Expansion,Component III,0.08229422,1.54
1885,0.212284495,0.000187953,0.165861677,0.283352624,0.213866765,Expansion,Component III,0.082442255,1.54
1884,0.212324758,0.000189648,0.166142185,0.283933785,0.214021686,Expansion,Component III,0.082589309,1.54
1883,0.212366039,0.000194406,0.166043136,0.284472673,0.21417666,Expansion,Component III,0.082735105,1.54
1882,0.212409152,0.000202993,0.165892242,0.285016765,0.214331689,Expansion,Component III,0.082879978,1.54
1881,0.212455068,0.000216143,0.165813811,0.285536679,0.21448677,Expansion,Component III,0.083023995,1.54
1880,0.212507451,0.00024653,0.165967619,0.285316808,0.214641903,Expansion,Component III,0.083167052,1.54
1879,0.212563095,0.000261812,0.166155865,0.28505431,0.214797088,Expansion,Component III,0.083309077,1.54
1878,0.212630427,0.000316712,0.16663716,0.284780804,0.214952324,Expansion,Component III,0.083450486,1.54
1877,0.212706443,0.000357438,0.166733287,0.284593297,0.215107611,Expansion,Component III,0.083590417,1.54
1876,0.212795364,0.000417959,0.167102811,0.28513676,0.215262947,Expansion,Component III,0.083729501,1.54
1875,0.212891038,0.000449502,0.167209071,0.285690265,0.215418333,Expansion,Component III,0.083867667,1.54
1874,0.21299358,0.000481548,0.16716439,0.286227574,0.215573767,Expansion,Component III,0.084003271,1.54
1873,0.21309892,0.000494447,0.167124509,0.286066033,0.215729249,Expansion,Component III,0.084137716,1.54
1872,0.213205047,0.000497897,0.167749258,0.285802965,0.215884778,Expansion,Component III,0.084269662,1.54
1871,0.213309622,0.000490369,0.168351109,0.285468516,0.216040355,Expansion,Component III,0.084398367,1.54
1870,0.213412948,0.000484277,0.16900112,0.285091012,0.216195977,Expansion,Component III,0.084525051,1.54
1869,0.213514037,0.000473564,0.169728772,0.28512876,0.216351645,Expansion,Component III,0.084647556,1.54
1868,0.213611353,0.00045568,0.170221774,0.28527882,0.216507358,Expansion,Component III,0.08476562,1.54
1867,0.213707374,0.000449413,0.170721403,0.285182853,0.216663115,Expansion,Component III,0.084880917,1.54
1866,0.213801966,0.000442526,0.171622786,0.285043476,0.216818916,Expansion,Component III,0.084990843,1.54
1865,0.213896374,0.00044147,0.172540954,0.284543021,0.21697476,Expansion,Component III,0.085097571,1.54
1864,0.213990966,0.000442135,0.173459276,0.284062226,0.217130646,Expansion,Component III,0.085201175,1.54
1863,0.214088401,0.000455218,0.173936902,0.284508816,0.217286574,Expansion,Component III,0.085301585,1.54
1862,0.214185537,0.000453619,0.173984357,0.285053537,0.217442543,Expansion,Component III,0.085401719,1.54
1861,0.214283746,0.000458416,0.17402181,0.285020935,0.217598553,Expansion,Component III,0.085502126,1.54
1860,0.214381887,0.000457892,0.174111591,0.284677624,0.217754602,Expansion,Component III,0.085603336,1.54
1859,0.214480387,0.000459356,0.174533167,0.284333629,0.217910691,Expansion,Component III,0.085708582,1.54
1858,0.214580156,0.000465055,0.174506955,0.284426842,0.218066819,Expansion,Component III,0.085820045,1.54
1857,0.214681141,0.000470506,0.174480483,0.284748358,0.218222984,Expansion,Component III,0.085939849,1.54
1856,0.214783286,0.000475684,0.174576098,0.284780882,0.218379187,Expansion,Component III,0.086067956,1.54
1855,0.214886616,0.000480975,0.174996748,0.284676309,0.218535427,Expansion,Component III,0.086205202,1.54
1854,0.214990889,0.000485132,0.175420818,0.285379123,0.218691703,Expansion,Component III,0.086351478,1.54
1853,0.215097469,0.000495617,0.175841593,0.28558127,0.218848015,Expansion,Component III,0.086502272,1.54
1852,0.215205241,0.000500912,0.176261895,0.285428901,0.219004361,Expansion,Component III,0.086660694,1.54
1851,0.215314276,0.000506527,0.176681843,0.285510065,0.219160742,Expansion,Component III,0.08682571,1.54
1850,0.215424637,0.000512428,0.176479958,0.285802448,0.219317156,Expansion,Component III,0.086994635,1.54
1849,0.215536383,0.000518587,0.176246359,0.28575175,0.219473603,Expansion,Component III,0.087167897,1.54
1848,0.215648128,0.000518318,0.176012759,0.285599273,0.219630083,Expansion,Component III,0.087344119,1.54
1847,0.215759721,0.000517344,0.176521021,0.285881369,0.219786594,Expansion,Component III,0.087521129,1.54
1846,0.215870993,0.000515587,0.176170968,0.28607769,0.219943137,Expansion,Component III,0.087699043,1.54
1845,0.215980394,0.00050666,0.176453149,0.286460994,0.22009971,Expansion,Component III,0.087876466,1.54
1844,0.216087205,0.00049442,0.176889418,0.287286436,0.220256312,Expansion,Component III,0.088051796,1.54
1843,0.216191174,0.000481029,0.176718704,0.287623423,0.220412944,Expansion,Component III,0.08822267,1.54
1842,0.21629248,0.000468482,0.176436585,0.287941685,0.220569605,Expansion,Component III,0.088387168,1.54
1841,0.216391283,0.000456698,0.176479142,0.288068151,0.220726293,Expansion,Component III,0.088545169,1.54
1840,0.216488818,0.000450632,0.17679706,0.288580535,0.220883009,Expansion,Component III,0.088694059,1.54
1839,0.216585315,0.00044564,0.177110296,0.28891501,0.221039752,Expansion,Component III,0.088834576,1.54
1838,0.216681462,0.00044382,0.177422202,0.289823215,0.22119652,Expansion,Component III,0.088964094,1.54
1837,0.216776651,0.000439209,0.177721996,0.290343289,0.221353314,Expansion,Component III,0.089085073,1.54
1836,0.216872323,0.000441243,0.177728053,0.290767186,0.221510132,Expansion,Component III,0.089195581,1.54
1835,0.21696854,0.000443556,0.177729551,0.290403331,0.221666975,Expansion,Component III,0.089298853,1.54
1834,0.217064431,0.000441862,0.177777221,0.291177824,0.221823841,Expansion,Component III,0.089394337,1.54
1833,0.217159663,0.000438629,0.178355391,0.291049073,0.22198073,Expansion,Component III,0.089482658,1.54
1832,0.217256127,0.000444111,0.178918514,0.290602714,0.222137641,Expansion,Component III,0.089564508,1.54
1831,0.217351671,0.000439677,0.179089988,0.290578743,0.222294574,Expansion,Component III,0.089642938,1.54
1830,0.21744795,0.00044287,0.178862371,0.290789468,0.222451527,Expansion,Component III,0.089723119,1.54
1829,0.217542673,0.000435517,0.178639351,0.290658133,0.222608501,Expansion,Component III,0.089804696,1.54
1828,0.217638039,0.000438281,0.178719443,0.290845697,0.222765495,Expansion,Component III,0.089888197,1.54
1827,0.217733405,0.000438089,0.178546207,0.291435261,0.222922507,Expansion,Component III,0.089974271,1.54
1826,0.21782877,0.000437897,0.17837297,0.291653331,0.223079538,Expansion,Component III,0.090063353,1.54
1825,0.217924136,0.000437705,0.17820519,0.291911029,0.223236587,Expansion,Component III,0.090154487,1.54
1824,0.218020077,0.000440151,0.17848839,0.292092354,0.223393652,Expansion,Component III,0.090245926,1.54
1823,0.218116017,0.000439958,0.178484092,0.292333805,0.223550734,Expansion,Component III,0.09033954,1.54
1822,0.218213167,0.000445306,0.178656394,0.292873093,0.223707832,Expansion,Component III,0.09043234,1.54
1821,0.218311255,0.000449402,0.179048222,0.293129286,0.223864945,Expansion,Component III,0.090526295,1.54
1820,0.218410085,0.000452602,0.179062369,0.293358182,0.224022072,Expansion,Component III,0.090621611,1.54
1819,0.218509304,0.000454174,0.179026134,0.293573411,0.224179214,Expansion,Component III,0.090717757,1.54
1818,0.218607585,0.000449681,0.178999548,0.293921788,0.224336368,Expansion,Component III,0.090813959,1.54
1817,0.218703718,0.000439654,0.179415724,0.294316756,0.224493535,Expansion,Component III,0.090911246,1.54
1816,0.218797927,0.000430666,0.179365238,0.294658808,0.224650714,Expansion,Component III,0.091010407,1.54
1815,0.218885211,0.000398846,0.17930315,0.295003315,0.224807904,Expansion,Component III,0.091114124,1.54
1814,0.218967164,0.000374339,0.179451347,0.295345866,0.224965105,Expansion,Component III,0.091221913,1.54
1813,0.219045469,0.000357549,0.179835554,0.295665461,0.225122316,Expansion,Component III,0.091335704,1.54
1812,0.219119465,0.000337754,0.180204435,0.295939784,0.225279536,Expansion,Component III,0.091457229,1.54
1811,0.219191557,0.000328953,0.180566287,0.296224093,0.225436765,Expansion,Component III,0.091583318,1.54
1810,0.219264614,0.000333248,0.180914357,0.296478264,0.225594002,Expansion,Component III,0.091716588,1.54
1809,0.219335535,0.000323399,0.181268233,0.296335149,0.225751246,Expansion,Component III,0.091855702,1.54
1808,0.219412957,0.000352921,0.181511727,0.296608388,0.225908497,Expansion,Component III,0.091998802,1.54
1807,0.219500719,0.000399904,0.181464675,0.296909802,0.226065755,Expansion,Component III,0.092142389,1.54
1806,0.21959577,0.000432941,0.181390247,0.297092152,0.226223017,Expansion,Component III,0.092287665,1.54
1805,0.219694061,0.0004475,0.181093362,0.297304097,0.226380285,Expansion,Component III,0.0924314,1.54
1804,0.219796313,0.000465317,0.180761715,0.297548545,0.226537557,Expansion,Component III,0.09257507,1.54
1803,0.219901706,0.00047939,0.180619852,0.297817149,0.226694832,Expansion,Component III,0.092714028,1.54
1802,0.220008037,0.000483421,0.179976101,0.298118224,0.22685211,Expansion,Component III,0.09284823,1.54
1801,0.220113561,0.000479521,0.179589763,0.298451102,0.22700939,Expansion,Component III,0.092976046,1.54
1800,0.220217848,0.000473679,0.179911334,0.298833091,0.227166672,Expansion,Component III,0.093095695,1.54
1799,0.220319622,0.000462044,0.180261081,0.299424394,0.227323955,Intensification,Component III,0.093208375,2.74
1798,0.220421838,0.000463836,0.180620802,0.299460361,0.227481238,Intensification,Component III,0.093313154,2.74
1797,0.220520807,0.000448897,0.180962431,0.299773311,0.227638521,Intensification,Component III,0.09340945,2.74
1796,0.220615735,0.000430377,0.180605275,0.300038802,0.227795803,Intensification,Component III,0.093499497,2.74
1795,0.220706928,0.000413273,0.180247753,0.300277482,0.227953083,Intensification,Component III,0.093583642,2.74
1794,0.220792972,0.000389782,0.179889607,0.300458932,0.228110361,Intensification,Component III,0.093663161,2.74
1793,0.22087376,0.000365832,0.179539287,0.300606772,0.228267636,Intensification,Component III,0.093737592,2.74
1792,0.220949214,0.000341556,0.179461422,0.300696895,0.228424908,Intensification,Component III,0.093809456,2.74
1791,0.221015313,0.000299114,0.179748469,0.300729522,0.228582175,Intensification,Component III,0.09387995,2.74
1790,0.22107467,0.00026853,0.179898505,0.300719746,0.228739437,Intensification,Component III,0.093944408,2.74
1789,0.221124838,0.000226902,0.180434858,0.300657535,0.228896694,Intensification,Component III,0.094005816,2.74
1788,0.221165562,0.000184151,0.180268643,0.30097645,0.229053945,Intensification,Component III,0.094065658,2.74
1787,0.221196164,0.000138355,0.180114806,0.30144237,0.229211189,Intensification,Component III,0.0941258,2.74
1786,0.22121528,8.64E-05,0.18000544,0.301886895,0.229368425,Intensification,Component III,0.094184382,2.74
1785,0.22122461,4.22E-05,0.180142644,0.302319757,0.229525653,Intensification,Component III,0.094241369,2.74
1784,0.221226448,8.31E-06,0.180022711,0.302731587,0.229682873,Intensification,Component III,0.094299892,2.74
1783,0.221218569,-3.56E-05,0.179904647,0.303118308,0.229840083,Intensification,Component III,0.09435667,2.74
1782,0.221200008,-8.39E-05,0.180293384,0.303481176,0.229997284,Intensification,Component III,0.094413002,2.74
1781,0.221171288,-0.000129847,0.180696895,0.303512001,0.230154473,Intensification,Component III,0.094463965,2.74
1780,0.221131528,-0.000179788,0.181114023,0.30373274,0.230311652,Intensification,Component III,0.09451135,2.74
1779,0.221079689,-0.000234452,0.181545285,0.303278168,0.230468818,Intensification,Component III,0.094550045,2.74
1778,0.221011824,-0.000307016,0.181389981,0.30311091,0.230625972,Intensification,Component III,0.094581989,2.74
1777,0.220930427,-0.000368361,0.181095682,0.30291711,0.230783112,Intensification,Component III,0.094606141,2.74
1776,0.220832909,-0.000441497,0.180905665,0.302697474,0.230940239,Intensification,Component III,0.094625603,2.74
1775,0.220724422,-0.000491382,0.181196327,0.302460993,0.231097351,Intensification,Component III,0.094637807,2.74
1774,0.220601127,-0.000558747,0.181520699,0.302198371,0.231254448,Intensification,Component III,0.094641868,2.74
1773,0.220473191,-0.000580112,0.181615177,0.301921437,0.231411529,Intensification,Component III,0.094640851,2.74
1772,0.220342909,-0.000591098,0.181505762,0.301869153,0.231568593,Intensification,Component III,0.094633238,2.74
1771,0.220209551,-0.00060541,0.181820333,0.302000276,0.231725641,Intensification,Component III,0.094620221,2.74
1770,0.220073337,-0.000618758,0.182167937,0.301527472,0.231882671,Intensification,Component III,0.094604366,2.74
1769,0.219932231,-0.000641381,0.182396887,0.301092851,0.232039682,Intensification,Component III,0.094584066,2.74
1768,0.21978709,-0.000660152,0.182684149,0.300675152,0.232196674,Intensification,Component III,0.094560139,2.74
1767,0.219637544,-0.000680645,0.183098096,0.300353525,0.232353647,Intensification,Component III,0.094535801,2.74
1766,0.219479488,-0.00071988,0.183459786,0.300155317,0.232510599,Intensification,Component III,0.094511463,2.74
1765,0.219314828,-0.000750516,0.183984035,0.300245089,0.232667531,Intensification,Component III,0.094484909,2.74
1764,0.21914527,-0.000773424,0.184339912,0.300246887,0.232824441,Intensification,Component III,0.094459175,2.74
1763,0.218970636,-0.000797204,0.184777351,0.299631278,0.232981328,Intensification,Component III,0.09443417,2.74
1762,0.218796572,-0.000795236,0.185214994,0.298954013,0.233138193,Intensification,Component III,0.094410025,2.74
1761,0.218624511,-0.000786708,0.185655882,0.298445787,0.233295035,Intensification,Component III,0.094384126,2.74
1760,0.21845638,-0.000769335,0.185918185,0.297888372,0.233451852,Intensification,Component III,0.094357418,2.74
1759,0.21829752,-0.000727456,0.18650411,0.297857983,0.233608644,Intensification,Component III,0.094332268,2.74
1758,0.218146528,-0.00069192,0.18685986,0.297795211,0.233765411,Intensification,Component III,0.094309375,2.74
1757,0.218004591,-0.000650862,0.18717023,0.29797973,0.233922152,Intensification,Component III,0.094288264,2.74
1756,0.217872767,-0.000604868,0.187691861,0.29772241,0.234078866,Intensification,Component III,0.094269628,2.74
1755,0.217751818,-0.000555288,0.188013638,0.297446494,0.234235553,Intensification,Component III,0.094252928,2.74
1754,0.217642315,-0.000503006,0.188201769,0.297430307,0.234392212,Intensification,Component III,0.094238295,2.74
1753,0.217540433,-0.000468225,0.188582879,0.297147572,0.234548842,Intensification,Component III,0.094227407,2.74
1752,0.217450155,-0.000415084,0.1890837,0.297352873,0.234705443,Intensification,Component III,0.094218183,2.74
1751,0.217371122,-0.000363516,0.189478366,0.297131465,0.234862014,Intensification,Component III,0.09420988,2.74
1750,0.217299309,-0.000330426,0.190113154,0.297081006,0.235018555,Intensification,Component III,0.094202347,2.74
1749,0.217238253,-0.000281019,0.190687874,0.297197624,0.235175064,Intensification,Component III,0.094196256,2.74
1748,0.217187039,-0.000235778,0.191207011,0.296616173,0.235331542,Intensification,Component III,0.094189718,2.74
1747,0.21714464,-0.000195235,0.191902317,0.296299977,0.235487988,Intensification,Component III,0.094182305,2.74
1746,0.217114428,-0.000139143,0.19243439,0.296348436,0.2356444,Intensification,Component III,0.094175767,2.74
1745,0.217092797,-9.96E-05,0.192772897,0.296510696,0.235800779,Intensification,Component III,0.094166098,2.74
1744,0.217082874,-4.57E-05,0.193908802,0.296457731,0.235957123,Intensification,Component III,0.094151257,2.74
1743,0.217081617,-5.79E-06,0.194907602,0.295834193,0.236113432,Intensification,Component III,0.094131467,2.74
1742,0.217089523,3.64E-05,0.195633919,0.29517093,0.236269706,Intensification,Component III,0.094106647,2.74
1741,0.217104479,6.89E-05,0.196322854,0.294517646,0.236425944,Intensification,Component III,0.094077129,2.74
1740,0.217124605,9.27E-05,0.196913671,0.294122269,0.236582145,Intensification,Component III,0.094041808,2.74
1739,0.217147437,0.00010515,0.197538435,0.293806923,0.236738308,Intensification,Component III,0.093999557,2.74
1738,0.217170894,0.000108021,0.198192323,0.293889768,0.236894434,Intensification,Component III,0.09395205,2.74
1737,0.21719482,0.000110164,0.198688792,0.294249132,0.23705052,Intensification,Component III,0.093899632,2.74
1736,0.217217788,0.000105743,0.198906623,0.294577522,0.237206568,Intensification,Component III,0.093843243,2.74
1735,0.217239895,0.000101767,0.199697255,0.294301117,0.237362575,Intensification,Component III,0.093783839,2.74
1734,0.217262142,0.000102403,0.200648382,0.293805824,0.237518542,Intensification,Component III,0.09372188,2.74
1733,0.21728492,0.000104835,0.201632281,0.293852653,0.237674467,Intensification,Component III,0.093659443,2.74
1732,0.217307255,0.000102786,0.202324579,0.29422412,0.237830351,Intensification,Component III,0.093596379,2.74
1731,0.217331061,0.000109545,0.203023656,0.293870808,0.237986192,Intensification,Component III,0.093534408,2.74
1730,0.21735531,0.000111572,0.203618955,0.293498525,0.238141991,Intensification,Component III,0.09347359,2.74
1729,0.21738193,0.000122462,0.204336649,0.293157105,0.238297745,Intensification,Component III,0.093412772,2.74
1728,0.217409284,0.000125826,0.204881487,0.293590296,0.238453455,Intensification,Component III,0.093352064,2.74
1727,0.217437569,0.000130092,0.20511384,0.294295513,0.238609121,Intensification,Component III,0.093291357,2.74
1726,0.217466625,0.00013362,0.20535971,0.295332972,0.23876474,Intensification,Component III,0.093230649,2.74
1725,0.2174962,0.000135987,0.20562648,0.295880277,0.238920314,Intensification,Component III,0.093169941,2.74
1724,0.217525503,0.000134722,0.206283407,0.295608022,0.239075841,Intensification,Component III,0.093108296,2.74
1723,0.217552927,0.000126065,0.20638034,0.296217815,0.23923132,Intensification,Component III,0.093046652,2.74
1722,0.217578024,0.000115353,0.20653808,0.295998056,0.239386752,Intensification,Component III,0.092983269,2.74
1721,0.217599583,9.91E-05,0.206664002,0.295685879,0.239542134,Intensification,Component III,0.092918255,2.74
1720,0.217616525,7.79E-05,0.206841743,0.295868565,0.239697468,Intensification,Component III,0.092851738,2.74
1719,0.217627705,5.14E-05,0.206913366,0.296037354,0.239852751,Intensification,Component III,0.092784735,2.74
1718,0.217633635,2.72E-05,0.207106398,0.296493377,0.240007985,Intensification,Component III,0.092717527,2.74
1717,0.217634705,4.92E-06,0.207286308,0.296591292,0.240163167,Intensification,Component III,0.092650266,2.74
1716,0.217627627,-3.25E-05,0.207252509,0.297387526,0.240318297,Intensification,Component III,0.092586831,2.74
1715,0.217615708,-5.48E-05,0.207275054,0.297395685,0.240473375,Intensification,Component III,0.092528681,2.74
1714,0.217597291,-8.46E-05,0.207288974,0.297424917,0.2406284,Intensification,Component III,0.092474478,2.74
1713,0.217572031,-0.000116094,0.207744319,0.297548191,0.240783372,Intensification,Component III,0.092424732,2.74
1712,0.217539883,-0.000147767,0.207633665,0.297617849,0.240938289,Intensification,Component III,0.092379342,2.74
1711,0.217500475,-0.00018117,0.207519556,0.297710449,0.241093152,Intensification,Component III,0.092335177,2.74
1710,0.217456944,-0.000200162,0.207411961,0.297892021,0.241247959,Intensification,Component III,0.092291013,2.74
