calBP,PrDens,lo,hi,LogisticFit,PhaseID,CompID,BRMspd,MeanFCRArea
12500,0,0.000141329,0.001435779,0.004198357,Expansion,Component I,0,-0.5
12499,0,0.000164134,0.001522583,0.004201618,Expansion,Component I,0,-0.5
12498,0,0.000187738,0.001610111,0.004204882,Expansion,Component I,0,-0.5
12497,0,0.000218602,0.001696673,0.004208148,Expansion,Component I,0,-0.5
12496,0,0.00024544,0.001796949,0.004211416,Expansion,Component I,0,-0.5
12495,0,0.000275066,0.001887361,0.004214686,Expansion,Component I,0,-0.5
12494,0,0.000302207,0.001991191,0.004217959,Expansion,Component I,0,-0.5
12493,0,0.000334223,0.00207823,0.004221234,Expansion,Component I,0,-0.5
12492,0,0.000368163,0.002180903,0.004224511,Expansion,Component I,0,-0.5
12491,0,0.000413337,0.002272839,0.00422779,Expansion,Component I,0,-0.5
12490,0,0.000453108,0.002371187,0.004231071,Expansion,Component I,0,-0.5
12489,0,0.00049145,0.002470633,0.004234354,Expansion,Component I,0,-0.5
12488,0,0.000548237,0.002595443,0.00423764,Expansion,Component I,0,-0.5
12487,0,0.000601666,0.002702733,0.004240928,Expansion,Component I,0,-0.5
12486,0,0.000666253,0.002869216,0.004244218,Expansion,Component I,0,-0.5
12485,0,0.000740229,0.003017528,0.004247511,Expansion,Component I,0,-0.5
12484,0,0.000788142,0.00319726,0.004250805,Expansion,Component I,0,-0.5
12483,0,0.000858815,0.003356936,0.004254102,Expansion,Component I,0,-0.5
12482,0,0.000934125,0.003550019,0.004257401,Expansion,Component I,0,-0.5
12481,0,0.00101499,0.00373219,0.004260702,Expansion,Component I,0,-0.5
12480,0,0.001097432,0.003917699,0.004264005,Expansion,Component I,0,-0.5
12479,0,0.001158638,0.004119642,0.004267311,Expansion,Component I,0,-0.5
12478,0,0.001262863,0.00434531,0.004270619,Expansion,Component I,0,-0.5
12477,0,0.001349643,0.004559053,0.004273929,Expansion,Component I,0,-0.5
12476,0,0.001432542,0.004752668,0.004277241,Expansion,Component I,0,-0.5
12475,0,0.001516452,0.005001241,0.004280555,Expansion,Component I,0,-0.5
12474,0,0.001590978,0.005140086,0.004283872,Expansion,Component I,0,-0.5
12473,0,0.001675204,0.005379077,0.004287191,Expansion,Component I,0,-0.5
12472,0,0.001747043,0.005512746,0.004290512,Expansion,Component I,0,-0.5
12471,0,0.001820509,0.00571882,0.004293835,Expansion,Component I,0,-0.5
12470,0,0.001901853,0.005912742,0.004297161,Expansion,Component I,0,-0.5
12469,0,0.001967343,0.00603247,0.004300488,Expansion,Component I,0,-0.5
12468,0,0.002033378,0.006058166,0.004303818,Expansion,Component I,0,-0.5
12467,0,0.002088144,0.006148285,0.00430715,Expansion,Component I,0,-0.5
12466,0,0.002151479,0.006209758,0.004310485,Expansion,Component I,0,-0.5
12465,0,0.00223108,0.006319674,0.004313821,Expansion,Component I,0,-0.5
12464,0,0.002274603,0.006382978,0.00431716,Expansion,Component I,0,-0.5
12463,0,0.002322052,0.006412513,0.004320501,Expansion,Component I,0,-0.5
12462,0,0.002365311,0.00645235,0.004323844,Expansion,Component I,0,-0.5
12461,0,0.002408539,0.00651834,0.00432719,Expansion,Component I,0,-0.5
12460,0,0.002488661,0.006595708,0.004330538,Expansion,Component I,0,-0.5
12459,0,0.002503205,0.006641824,0.004333888,Expansion,Component I,0,-0.5
12458,0,0.002509586,0.006683956,0.00433724,Expansion,Component I,0,-0.5
12457,0,0.002567162,0.006759057,0.004340594,Expansion,Component I,0,-0.5
12456,0,0.002574458,0.006778156,0.004343951,Expansion,Component I,0,-0.5
12455,0,0.002623736,0.006847013,0.00434731,Expansion,Component I,0,-0.5
12454,0,0.002643101,0.006904243,0.004350671,Expansion,Component I,0,-0.5
12453,0,0.002660724,0.006913782,0.004354034,Expansion,Component I,0,-0.5
12452,0,0.002653951,0.006962977,0.0043574,Expansion,Component I,0,-0.5
12451,0,0.002435491,0.005699049,0.004360767,Expansion,Component I,0,-0.5
12450,0,0.002462654,0.005765491,0.004364137,Expansion,Component I,0,-0.5
12449,0,0.002490096,0.00583151,0.00436751,Expansion,Component I,0,-0.5
12448,0,0.002509729,0.005897189,0.004370884,Expansion,Component I,0,-0.5
12447,0,0.002530499,0.00596241,0.004374261,Expansion,Component I,0,-0.5
12446,0,0.002557847,0.006027031,0.00437764,Expansion,Component I,0,-0.5
12445,0,0.002584051,0.006090889,0.004381021,Expansion,Component I,0,-0.5
12444,0,0.002602044,0.006150873,0.004384405,Expansion,Component I,0,-0.5
12443,0,0.002611229,0.006207478,0.00438779,Expansion,Component I,0,-0.5
12442,0,0.002619722,0.006263593,0.004391178,Expansion,Component I,0,-0.5
12441,0,0.002638012,0.006318188,0.004394568,Expansion,Component I,0,-0.5
12440,0,0.00266154,0.006371192,0.004397961,Expansion,Component I,0,-0.5
12439,0,0.002684549,0.006423096,0.004401356,Expansion,Component I,0,-0.5
12438,0,0.002706945,0.006469162,0.004404753,Expansion,Component I,0,-0.5
12437,0,0.002719432,0.006499688,0.004408152,Expansion,Component I,0,-0.5
12436,0,0.002723186,0.006533194,0.004411553,Expansion,Component I,0,-0.5
12435,0,0.002726833,0.006582821,0.004414957,Expansion,Component I,0,-0.5
12434,0,0.002730845,0.006623488,0.004418363,Expansion,Component I,0,-0.5
12433,0,0.002736282,0.006652863,0.004421771,Expansion,Component I,0,-0.5
12432,0,0.002754283,0.006695624,0.004425181,Expansion,Component I,0,-0.5
12431,0,0.002771837,0.00674561,0.004428594,Expansion,Component I,0,-0.5
12430,0,0.002789023,0.006794571,0.004432009,Expansion,Component I,0,-0.5
12429,0,0.002805519,0.006842341,0.004435426,Expansion,Component I,0,-0.5
12428,0,0.002821281,0.00688082,0.004438846,Expansion,Component I,0,-0.5
12427,0,0.002836263,0.006915497,0.004442267,Expansion,Component I,0,-0.5
12426,0,0.002850411,0.006947815,0.004445691,Expansion,Component I,0,-0.5
12425,0,0.002863688,0.006977697,0.004449118,Expansion,Component I,0,-0.5
12424,0,0.00287618,0.007005733,0.004452546,Expansion,Component I,0,-0.5
12423,0,0.002887849,0.00702652,0.004455977,Expansion,Component I,0,-0.5
12422,0,0.002892165,0.007042107,0.00445941,Expansion,Component I,0,-0.5
12421,0,0.002895181,0.007056037,0.004462845,Expansion,Component I,0,-0.5
12420,0,0.002890546,0.00707266,0.004466283,Expansion,Component I,0,-0.5
12419,0,0.002893536,0.007111942,0.004469722,Expansion,Component I,0,-0.5
12418,0,0.002903245,0.007137845,0.004473165,Expansion,Component I,0,-0.5
12417,0,0.002912548,0.007154925,0.004476609,Expansion,Component I,0,-0.5
12416,0,0.002921436,0.007186625,0.004480055,Expansion,Component I,0,-0.5
12415,0,0.002929909,0.007217667,0.004483504,Expansion,Component I,0,-0.5
12414,0,0.002938142,0.007247224,0.004486955,Expansion,Component I,0,-0.5
12413,0,0.00294162,0.007275224,0.004490409,Expansion,Component I,0,-0.5
12412,0,0.002937461,0.007301602,0.004493865,Expansion,Component I,0,-0.5
12411,0,0.002933448,0.007325832,0.004497322,Expansion,Component I,0,-0.5
12410,0,0.00292962,0.007342253,0.004500783,Expansion,Component I,0,-0.5
12409,0,0.002926239,0.007344636,0.004504245,Expansion,Component I,0,-0.5
12408,0,0.002923316,0.007346454,0.00450771,Expansion,Component I,0,-0.5
12407,0,0.002920877,0.007347947,0.004511177,Expansion,Component I,0,-0.5
12406,0,0.002923698,0.007349124,0.004514646,Expansion,Component I,0,-0.5
12405,0,0.002926352,0.007349997,0.004518118,Expansion,Component I,0,-0.5
12404,0,0.002927896,0.007350496,0.004521592,Expansion,Component I,0,-0.5
12403,0,0.002928421,0.00735064,0.004525068,Expansion,Component I,0,-0.5
12402,0,0.002927994,0.007350429,0.004528546,Expansion,Component I,0,-0.5
12401,0,0.002926683,0.007349853,0.004532027,Expansion,Component I,0,-0.5
12400,0,0.002924548,0.007348901,0.00453551,Expansion,Component I,0,-0.5
12399,0,0.00292158,0.007347569,0.004538995,Expansion,Component I,0,-0.5
12398,0,0.002922486,0.007345836,0.004542483,Expansion,Component I,0,-0.5
12397,0,0.002924742,0.007341926,0.004545973,Expansion,Component I,0,-0.5
12396,0,0.002927151,0.007332943,0.004549465,Expansion,Component I,0,-0.5
12395,0,0.002929602,0.007321508,0.004552959,Expansion,Component I,0,-0.5
12394,0,0.002932084,0.007296094,0.004556456,Expansion,Component I,0,-0.5
12393,0,0.002934532,0.007264301,0.004559955,Expansion,Component I,0,-0.5
12392,0,0.002931239,0.007230146,0.004563456,Expansion,Component I,0,-0.5
12391,0,0.002922821,0.007193762,0.00456696,Expansion,Component I,0,-0.5
12390,0,0.002913865,0.007155306,0.004570466,Expansion,Component I,0,-0.5
12389,0,0.002904544,0.00711698,0.004573974,Expansion,Component I,0,-0.5
12388,0,0.002894828,0.007086947,0.004577484,Expansion,Component I,0,-0.5
12387,0,0.002887842,0.007067353,0.004580997,Expansion,Component I,0,-0.5
12386,0,0.002887962,0.007047861,0.004584512,Expansion,Component I,0,-0.5
12385,0,0.002883068,0.007025661,0.004588029,Expansion,Component I,0,-0.5
12384,0,0.002873279,0.007011354,0.004591549,Expansion,Component I,0,-0.5
12383,0,0.002863982,0.006995798,0.004595071,Expansion,Component I,0,-0.5
12382,0,0.002855132,0.006981817,0.004598595,Expansion,Component I,0,-0.5
12381,0,0.002846679,0.00696934,0.004602121,Expansion,Component I,0,-0.5
12380,0,0.002840413,0.00695802,0.00460565,Expansion,Component I,0,-0.5
12379,0,0.00283666,0.006948596,0.004609181,Expansion,Component I,0,-0.5
12378,0,0.002833732,0.006941058,0.004612715,Expansion,Component I,0,-0.5
12377,0,0.002831497,0.006935304,0.00461625,Expansion,Component I,0,-0.5
12376,0,0.002829803,0.006928684,0.004619788,Expansion,Component I,0,-0.5
12375,0,0.00282847,0.006922422,0.004623329,Expansion,Component I,0,-0.5
12374,0,0.00282734,0.006917496,0.004626871,Expansion,Component I,0,-0.5
12373,0,0.002826289,0.00691375,0.004630416,Expansion,Component I,0,-0.5
12372,0,0.00282519,0.006911003,0.004633963,Expansion,Component I,0,-0.5
12371,0,0.002823922,0.006919096,0.004637513,Expansion,Component I,0,-0.5
12370,0,0.002822385,0.006928979,0.004641065,Expansion,Component I,0,-0.5
12369,0,0.002820784,0.006930728,0.004644619,Expansion,Component I,0,-0.5
12368,0,0.002816426,0.00693255,0.004648175,Expansion,Component I,0,-0.5
12367,0,0.002806594,0.006934443,0.004651734,Expansion,Component I,0,-0.5
12366,0,0.002796765,0.006936145,0.004655295,Expansion,Component I,0,-0.5
12365,0,0.002786906,0.006937871,0.004658858,Expansion,Component I,0,-0.5
12364,0,0.002776686,0.006939493,0.004662424,Expansion,Component I,0,-0.5
12363,0,0.002766132,0.006940974,0.004665992,Expansion,Component I,0,-0.5
12362,0,0.002755268,0.006942276,0.004669562,Expansion,Component I,0,-0.5
12361,0,0.002747734,0.006943363,0.004673135,Expansion,Component I,0,-0.5
12360,0,0.002747246,0.00694415,0.00467671,Expansion,Component I,0,-0.5
12359,0,0.002746674,0.006944498,0.004680287,Expansion,Component I,0,-0.5
12358,0,0.002746033,0.006944362,0.004683867,Expansion,Component I,0,-0.5
12357,0,0.002742732,0.006943666,0.004687449,Expansion,Component I,0,-0.5
12356,0,0.002730599,0.006942335,0.004691033,Expansion,Component I,0,-0.5
12355,0,0.002718017,0.006940297,0.00469462,Expansion,Component I,0,-0.5
12354,0,0.002708204,0.006942405,0.004698208,Expansion,Component I,0,-0.5
12353,0,0.002704861,0.006929872,0.0047018,Expansion,Component I,0,-0.5
12352,0,0.002701732,0.006927699,0.004705393,Expansion,Component I,0,-0.5
12351,0,0.002698786,0.006917317,0.004708989,Expansion,Component I,0,-0.5
12350,0,0.002695534,0.006905653,0.004712587,Expansion,Component I,0,-0.5
12349,0,0.002692059,0.00689397,0.004716188,Expansion,Component I,0,-0.5
12348,0,0.00268871,0.006881547,0.00471979,Expansion,Component I,0,-0.5
12347,0,0.002685635,0.006868682,0.004723396,Expansion,Component I,0,-0.5
12346,0,0.002682476,0.00685532,0.004727003,Expansion,Component I,0,-0.5
12345,0,0.002685202,0.006841525,0.004730613,Expansion,Component I,0,-0.5
12344,0,0.002692056,0.006827254,0.004734225,Expansion,Component I,0,-0.5
12343,0,0.002698962,0.006812509,0.004737839,Expansion,Component I,0,-0.5
12342,0,0.002690174,0.006797293,0.004741456,Expansion,Component I,0,-0.5
12341,0,0.002680423,0.006777364,0.004745075,Expansion,Component I,0,-0.5
12340,0,0.002670713,0.006757532,0.004748697,Expansion,Component I,0,-0.5
12339,0,0.002660956,0.006741942,0.004752321,Expansion,Component I,0,-0.5
12338,0,0.002651162,0.006725447,0.004755947,Expansion,Component I,0,-0.5
12337,0,0.002642544,0.006708045,0.004759575,Expansion,Component I,0,-0.5
12336,0,0.002637109,0.006696297,0.004763206,Expansion,Component I,0,-0.5
12335,0,0.002631543,0.006680679,0.004766839,Expansion,Component I,0,-0.5
12334,0,0.002626011,0.006663245,0.004770475,Expansion,Component I,0,-0.5
12333,0,0.002620514,0.006645421,0.004774112,Expansion,Component I,0,-0.5
12332,0,0.002615052,0.00662223,0.004777752,Expansion,Component I,0,-0.5
12331,0,0.002607334,0.006597381,0.004781395,Expansion,Component I,0,-0.5
12330,0,0.002599571,0.006580055,0.00478504,Expansion,Component I,0,-0.5
12329,0,0.002592148,0.006564601,0.004788687,Expansion,Component I,0,-0.5
12328,0,0.002584945,0.006550998,0.004792337,Expansion,Component I,0,-0.5
12327,0,0.002577971,0.006546014,0.004795988,Expansion,Component I,0,-0.5
12326,0,0.002575622,0.006532324,0.004799643,Expansion,Component I,0,-0.5
12325,0,0.002576566,0.006523784,0.004803299,Expansion,Component I,0,-0.5
12324,0,0.002580795,0.006518216,0.004806958,Expansion,Component I,0,-0.5
12323,0,0.002578904,0.006511708,0.004810619,Expansion,Component I,0,-0.5
12322,0,0.002575863,0.006510013,0.004814283,Expansion,Component I,0,-0.5
12321,0,0.002573766,0.006509955,0.004817949,Expansion,Component I,0,-0.5
12320,0,0.002572031,0.006511255,0.004821617,Expansion,Component I,0,-0.5
12319,0,0.002570463,0.006513258,0.004825288,Expansion,Component I,0,-0.5
12318,0,0.002566514,0.006515838,0.004828961,Expansion,Component I,0,-0.5
12317,0,0.002564656,0.006518875,0.004832636,Expansion,Component I,0,-0.5
12316,0,0.002563111,0.006522255,0.004836314,Expansion,Component I,0,-0.5
12315,0,0.002561783,0.006525801,0.004839994,Expansion,Component I,0,-0.5
12314,0,0.002560421,0.00652911,0.004843676,Expansion,Component I,0,-0.5
12313,0,0.002558126,0.006526894,0.004847361,Expansion,Component I,0,-0.5
12312,0,0.002555572,0.006520135,0.004851048,Expansion,Component I,0,-0.5
12311,0,0.002553034,0.006513302,0.004854738,Expansion,Component I,0,-0.5
12310,0,0.002550476,0.006506302,0.00485843,Expansion,Component I,0,-0.5
12309,0,0.002548269,0.00650033,0.004862124,Expansion,Component I,0,-0.5
12308,0,0.002546413,0.006495348,0.00486582,Expansion,Component I,0,-0.5
12307,0,0.002544906,0.006491319,0.004869519,Expansion,Component I,0,-0.5
12306,0,0.002543751,0.006488209,0.00487322,Expansion,Component I,0,-0.5
12305,0,0.002542951,0.006485989,0.004876924,Expansion,Component I,0,-0.5
12304,0,0.002543086,0.0064861,0.00488063,Expansion,Component I,0,-0.5
12303,0,0.002544167,0.006488561,0.004884339,Expansion,Component I,0,-0.5
12302,0,0.002546212,0.006493378,0.004888049,Expansion,Component I,0,-0.5
12301,0,0.002549242,0.006500526,0.004891762,Expansion,Component I,0,-0.5
12300,0,0.002553298,0.006509961,0.004895478,Expansion,Component I,0,-0.5
12299,0,0.002558266,0.006521277,0.004899196,Expansion,Component I,0,-0.5
12298,0,0.002564183,0.00653442,0.004902916,Expansion,Component I,0,-0.5
12297,0,0.002571157,0.00653798,0.004906638,Expansion,Component I,0,-0.5
12296,0,0.002567605,0.006540364,0.004910363,Expansion,Component I,0,-0.5
12295,0,0.002581597,0.006543085,0.004914091,Expansion,Component I,0,-0.5
12294,0,0.002587046,0.006545481,0.00491782,Expansion,Component I,0,-0.5
12293,0,0.002588632,0.006554834,0.004921552,Expansion,Component I,0,-0.5
12292,0,0.002587751,0.006560384,0.004925287,Expansion,Component I,0,-0.5
12291,0,0.002587708,0.00657443,0.004929024,Expansion,Component I,0,-0.5
12290,0,0.002598439,0.006597454,0.004932763,Expansion,Component I,0,-0.5
12289,0,0.002609545,0.006619823,0.004936504,Expansion,Component I,0,-0.5
12288,0,0.002619958,0.006641503,0.004940248,Expansion,Component I,0,-0.5
12287,0,0.002629196,0.006674542,0.004943995,Expansion,Component I,0,-0.5
12286,0,0.002635092,0.006693417,0.004947743,Expansion,Component I,0,-0.5
12285,0,0.002640794,0.006706119,0.004951494,Expansion,Component I,0,-0.5
12284,0,0.002645814,0.006718923,0.004955248,Expansion,Component I,0,-0.5
12283,0,0.002650172,0.006733537,0.004959004,Expansion,Component I,0,-0.5
12282,0,0.002653883,0.006745824,0.004962762,Expansion,Component I,0,-0.5
12281,0,0.002656961,0.006755828,0.004966523,Expansion,Component I,0,-0.5
12280,0,0.002659403,0.006763579,0.004970286,Expansion,Component I,0,-0.5
12279,0,0.002661036,0.00676986,0.004974051,Expansion,Component I,0,-0.5
12278,0,0.002661868,0.006773203,0.004977819,Expansion,Component I,0,-0.5
12277,0,0.002661927,0.006772982,0.004981589,Expansion,Component I,0,-0.5
12276,0,0.002661227,0.006769285,0.004985361,Expansion,Component I,0,-0.5
12275,0,0.002659795,0.006762138,0.004989136,Expansion,Component I,0,-0.5
12274,0,0.002657813,0.00675396,0.004992913,Expansion,Component I,0,-0.5
12273,0,0.002655291,0.006744516,0.004996693,Expansion,Component I,0,-0.5
12272,0,0.002649228,0.006742121,0.005000475,Expansion,Component I,0,-0.5
12271,0,0.002640351,0.006741116,0.00500426,Expansion,Component I,0,-0.5
12270,0,0.002630179,0.00674004,0.005008047,Expansion,Component I,0,-0.5
12269,0,0.002619606,0.006710873,0.005011836,Expansion,Component I,0,-0.5
12268,0,0.002613733,0.006678736,0.005015627,Expansion,Component I,0,-0.5
12267,0,0.002615144,0.006652668,0.005019421,Expansion,Component I,0,-0.5
12266,0,0.002603456,0.006634058,0.005023218,Expansion,Component I,0,-0.5
12265,0,0.002590001,0.00663077,0.005027017,Expansion,Component I,0,-0.5
12264,0,0.002577645,0.006627361,0.005030818,Expansion,Component I,0,-0.5
12263,0,0.002573137,0.006623066,0.005034621,Expansion,Component I,0,-0.5
12262,0,0.002557811,0.006604735,0.005038427,Expansion,Component I,0,-0.5
12261,0,0.002555155,0.00658635,0.005042236,Expansion,Component I,0,-0.5
12260,0,0.002552657,0.006567977,0.005046047,Expansion,Component I,0,-0.5
12259,0,0.002550836,0.006550787,0.00504986,Expansion,Component I,0,-0.5
12258,0,0.002549876,0.006540425,0.005053675,Expansion,Component I,0,-0.5
12257,0,0.002554717,0.006534746,0.005057493,Expansion,Component I,0,-0.5
12256,0,0.002557229,0.006533524,0.005061314,Expansion,Component I,0,-0.5
12255,0,0.002551953,0.006526007,0.005065137,Expansion,Component I,0,-0.5
12254,0,0.002547351,0.006522044,0.005068962,Expansion,Component I,0,-0.5
12253,0,0.002543883,0.006518859,0.005072789,Expansion,Component I,0,-0.5
12252,0,0.002539985,0.006516155,0.005076619,Expansion,Component I,0,-0.5
12251,0,0.002537275,0.006515061,0.005080452,Expansion,Component I,0,-0.5
12250,0,0.002534755,0.006517295,0.005084287,Expansion,Component I,0,-0.5
12249,0,0.00253328,0.006518949,0.005088124,Expansion,Component I,0,-0.5
12248,0,0.002533019,0.006519792,0.005091964,Expansion,Component I,0,-0.5
12247,0,0.00253396,0.00651966,0.005095806,Expansion,Component I,0,-0.5
12246,0,0.0025361,0.006518457,0.00509965,Expansion,Component I,0,-0.5
12245,0,0.002539085,0.006516648,0.005103497,Expansion,Component I,0,-0.5
12244,0,0.002542637,0.006519885,0.005107346,Expansion,Component I,0,-0.5
12243,0,0.002547933,0.006523988,0.005111198,Expansion,Component I,0,-0.5
12242,0,0.002552412,0.006528979,0.005115052,Expansion,Component I,0,-0.5
12241,0,0.002555657,0.006535001,0.005118909,Expansion,Component I,0,-0.5
12240,0,0.002552046,0.006542204,0.005122768,Expansion,Component I,0,-0.5
12239,0,0.002553737,0.006549795,0.005126629,Expansion,Component I,0,-0.5
12238,0,0.002555631,0.00656685,0.005130493,Expansion,Component I,0,-0.5
12237,0,0.002557728,0.00658533,0.005134359,Expansion,Component I,0,-0.5
12236,0,0.00256028,0.006604306,0.005138227,Expansion,Component I,0,-0.5
12235,0,0.002563152,0.00662378,0.005142099,Expansion,Component I,0,-0.5
12234,0,0.002565953,0.006641303,0.005145972,Expansion,Component I,0,-0.5
12233,0,0.002568692,0.006650032,0.005149848,Expansion,Component I,0,-0.5
12232,0,0.002569764,0.006655829,0.005153726,Expansion,Component I,0,-0.5
12231,0,0.002573983,0.006661585,0.005157607,Expansion,Component I,0,-0.5
12230,0,0.002576559,0.006667307,0.00516149,Expansion,Component I,0,-0.5
12229,0,0.002578555,0.006671927,0.005165375,Expansion,Component I,0,-0.5
12228,0,0.0025833,0.006675495,0.005169263,Expansion,Component I,0,-0.5
12227,0,0.002588826,0.00670048,0.005173154,Expansion,Component I,0,-0.5
12226,0,0.002594641,0.00672552,0.005177047,Expansion,Component I,0,-0.5
12225,0,0.002603437,0.006749441,0.005180942,Expansion,Component I,0,-0.5
12224,0,0.002611881,0.006768242,0.00518484,Expansion,Component I,0,-0.5
12223,0,0.0026199,0.006779561,0.00518874,Expansion,Component I,0,-0.5
12222,0,0.002627425,0.006790613,0.005192642,Expansion,Component I,0,-0.5
12221,0,0.002627866,0.006801368,0.005196547,Expansion,Component I,0,-0.5
12220,0,0.002632825,0.006803048,0.005200455,Expansion,Component I,0,-0.5
12219,0,0.00264058,0.006801825,0.005204364,Expansion,Component I,0,-0.5
12218,0,0.002648869,0.006800046,0.005208277,Expansion,Component I,0,-0.5
12217,0,0.002657692,0.006799775,0.005212191,Expansion,Component I,0,-0.5
12216,0,0.002664417,0.006811035,0.005216108,Expansion,Component I,0,-0.5
12215,0,0.002669875,0.006822032,0.005220028,Expansion,Component I,0,-0.5
12214,0,0.002675455,0.00683342,0.00522395,Expansion,Component I,0,-0.5
12213,0,0.002681147,0.006845199,0.005227874,Expansion,Component I,0,-0.5
12212,0,0.002687034,0.006857369,0.005231801,Expansion,Component I,0,-0.5
12211,0,0.002693129,0.00685831,0.00523573,Expansion,Component I,0,-0.5
12210,0,0.002699429,0.006852798,0.005239662,Expansion,Component I,0,-0.5
12209,0,0.00270177,0.006861459,0.005243596,Expansion,Component I,0,-0.5
12208,0,0.002699926,0.006869761,0.005247533,Expansion,Component I,0,-0.5
12207,0,0.002698131,0.006877699,0.005251472,Expansion,Component I,0,-0.5
12206,0,0.002696386,0.006885048,0.005255413,Expansion,Component I,0,-0.5
12205,0,0.002694699,0.006887753,0.005259357,Expansion,Component I,0,-0.5
12204,0,0.002695795,0.006889724,0.005263304,Expansion,Component I,0,-0.5
12203,0,0.002696865,0.006891076,0.005267252,Expansion,Component I,0,-0.5
12202,0,0.002697682,0.006891922,0.005271204,Expansion,Component I,0,-0.5
12201,0,0.002698252,0.006892386,0.005275157,Expansion,Component I,0,-0.5
12200,0,0.002698576,0.006892576,0.005279114,Expansion,Component I,0,-0.5
12199,0,0.002698819,0.00689267,0.005283072,Expansion,Component I,0,-0.5
12198,0,0.002698974,0.006892704,0.005287033,Expansion,Component I,0,-0.5
12197,0,0.002699041,0.006892703,0.005290997,Expansion,Component I,0,-0.5
12196,0,0.002698988,0.006892711,0.005294962,Expansion,Component I,0,-0.5
12195,0,0.002698819,0.006892757,0.005298931,Expansion,Component I,0,-0.5
12194,0,0.002698819,0.006892757,0.005302902,Expansion,Component I,0,-0.5
12193,0,0.002698984,0.006892718,0.005306875,Expansion,Component I,0,-0.5
12192,0,0.002699355,0.006892621,0.005310851,Expansion,Component I,0,-0.5
12191,0,0.002699904,0.006892447,0.005314829,Expansion,Component I,0,-0.5
12190,0,0.00270063,0.006892231,0.005318809,Expansion,Component I,0,-0.5
12189,0,0.002701724,0.00689204,0.005322792,Expansion,Component I,0,-0.5
12188,0,0.002706495,0.006891927,0.005326778,Expansion,Component I,0,-0.5
12187,0,0.002712185,0.006889846,0.005330766,Expansion,Component I,0,-0.5
12186,0,0.002718789,0.006892434,0.005334756,Expansion,Component I,0,-0.5
12185,0,0.002726303,0.006893299,0.005338749,Expansion,Component I,0,-0.5
12184,0,0.002728396,0.006894445,0.005342745,Expansion,Component I,0,-0.5
12183,0,0.002729679,0.00689872,0.005346742,Expansion,Component I,0,-0.5
12182,0,0.00273497,0.006898163,0.005350743,Expansion,Component I,0,-0.5
12181,0,0.002745958,0.006901195,0.005354745,Expansion,Component I,0,-0.5
12180,0,0.002757489,0.00690639,0.00535875,Expansion,Component I,0,-0.5
12179,0,0.00276189,0.006923302,0.005362758,Expansion,Component I,0,-0.5
12178,0,0.002756265,0.006941901,0.005366768,Expansion,Component I,0,-0.5
12177,0,0.002752369,0.006961317,0.005370781,Expansion,Component I,0,-0.5
12176,0,0.002762133,0.006951035,0.005374796,Expansion,Component I,0,-0.5
12175,0,0.002772398,0.006934636,0.005378813,Expansion,Component I,0,-0.5
12174,0,0.002782478,0.006942519,0.005382833,Expansion,Component I,0,-0.5
12173,0,0.002792364,0.006951672,0.005386856,Expansion,Component I,0,-0.5
12172,0,0.002795702,0.006961812,0.00539088,Expansion,Component I,0,-0.5
12171,0,0.002799133,0.006972943,0.005394908,Expansion,Component I,0,-0.5
12170,0,0.002803115,0.00698507,0.005398938,Expansion,Component I,0,-0.5
12169,0,0.002807913,0.006998585,0.00540297,Expansion,Component I,0,-0.5
12168,0,0.002813588,0.007012986,0.005407004,Expansion,Component I,0,-0.5
12167,0,0.002818583,0.007029765,0.005411042,Expansion,Component I,0,-0.5
12166,0,0.00281253,0.007047271,0.005415081,Expansion,Component I,0,-0.5
12165,0,0.002809701,0.007065673,0.005419123,Expansion,Component I,0,-0.5
12164,0,0.002819139,0.007084092,0.005423168,Expansion,Component I,0,-0.5
12163,0,0.002828265,0.007102293,0.005427215,Expansion,Component I,0,-0.5
12162,0,0.002837079,0.007120249,0.005431265,Expansion,Component I,0,-0.5
12161,0,0.002845584,0.007144488,0.005435317,Expansion,Component I,0,-0.5
12160,0,0.002853783,0.007179874,0.005439371,Expansion,Component I,0,-0.5
12159,0,0.002862039,0.007201381,0.005443428,Expansion,Component I,0,-0.5
12158,0,0.00286365,0.00722092,0.005447488,Expansion,Component I,0,-0.5
12157,0,0.002870858,0.007238588,0.005451549,Expansion,Component I,0,-0.5
12156,0,0.002878086,0.007254374,0.005455614,Expansion,Component I,0,-0.5
12155,0,0.002885379,0.007268159,0.005459681,Expansion,Component I,0,-0.5
12154,0,0.002893274,0.007279322,0.00546375,Expansion,Component I,0,-0.5
12153,0,0.00290188,0.007287794,0.005467822,Expansion,Component I,0,-0.5
12152,0,0.002911331,0.00729423,0.005471896,Expansion,Component I,0,-0.5
12151,0,0.002907455,0.007299486,0.005475973,Expansion,Component I,0,-0.5
12150,0,0.00289995,0.007304155,0.005480052,Expansion,Component I,0,-0.5
12149,0,0.002892313,0.007308678,0.005484134,Expansion,Component I,0,-0.5
12148,0,0.002895901,0.007316756,0.005488218,Expansion,Component I,0,-0.5
12147,0,0.002901986,0.007335225,0.005492305,Expansion,Component I,0,-0.5
12146,0,0.002901282,0.007372281,0.005496394,Expansion,Component I,0,-0.5
12145,0,0.002903126,0.007379117,0.005500486,Expansion,Component I,0,-0.5
12144,0,0.002904842,0.007385446,0.00550458,Expansion,Component I,0,-0.5
